feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
C,W,W_C.png,training,1,1,10,high,feet,stripes,C,F,W,E,21,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low"
F,E,E_F.png,training,1,2,2,low,feet,stripes,C,F,W,E,21,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low"
C,E,E_C.png,training,1,3,8,high,feet,stripes,C,F,W,E,21,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low"
F,W,W_F.png,training,1,4,3,low,feet,stripes,C,F,W,E,21,3_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low"
C,W,W_C.png,training,2,5,10,high,feet,stripes,C,F,W,E,21,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low"
C,E,E_C.png,training,2,6,8,high,feet,stripes,C,F,W,E,21,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low"
F,E,E_F.png,training,2,7,7,low,feet,stripes,C,F,W,E,21,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low"
F,W,W_F.png,training,2,8,5,low,feet,stripes,C,F,W,E,21,5_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,high,high,low"
