consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,color_high,color_low,tail_rel,color_rel,shape_rel,shape_high,shape_low,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,092,2026-01-12_13h39.06.182,explain2,2025.1.1,Linux armv81,59.88023952,6137ebb74197e0473d1318e3,69653ec67aeed6b1043c5c09,69654d1f2d742022b9fdc5fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,092,2026-01-12_13h39.06.182,explain2,2025.1.1,Linux armv81,59.88023952,6137ebb74197e0473d1318e3,69653ec67aeed6b1043c5c09,69654d1f2d742022b9fdc5fe,3.5722,3.5725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,092,2026-01-12_13h39.06.182,explain2,2025.1.1,Linux armv81,59.88023952,6137ebb74197e0473d1318e3,69653ec67aeed6b1043c5c09,69654d1f2d742022b9fdc5fe,,,3.5729,17.2657,1,[10.698199999988079],[10.698199999988079],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,092,2026-01-12_13h39.06.182,explain2,2025.1.1,Linux armv81,59.88023952,6137ebb74197e0473d1318e3,69653ec67aeed6b1043c5c09,69654d1f2d742022b9fdc5fe,,,,,,,,17.2662,40.6299,1,[20.366700000047683],[20.366700000047683],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,092,2026-01-12_13h39.06.182,explain2,2025.1.1,Linux armv81,59.88023952,6137ebb74197e0473d1318e3,69653ec67aeed6b1043c5c09,69654d1f2d742022b9fdc5fe,,,,,,,,,,,,,40.6315,59.4467,Yes,16.4308,Yes,14.8918,Yes,17.7242,No,12.8888,1,[1.1065999999642315],[1.1065999999642315],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,092,2026-01-12_13h39.06.182,explain2,2025.1.1,Linux armv81,59.88023952,6137ebb74197e0473d1318e3,69653ec67aeed6b1043c5c09,69654d1f2d742022b9fdc5fe,,,,,,,,,,,,,,,,,,,,,,,,,,59.46,64.0604,1,[1.6213999999761484],[1.6213999999761484],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,092,2026-01-12_13h39.06.182,explain2,2025.1.1,Linux armv81,59.88023952,6137ebb74197e0473d1318e3,69653ec67aeed6b1043c5c09,69654d1f2d742022b9fdc5fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.061,70.92,Any of These,6.0359,1,[0.8326999999880798],[0.8326999999880798],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,092,2026-01-12_13h39.06.182,explain2,2025.1.1,Linux armv81,59.88023952,6137ebb74197e0473d1318e3,69653ec67aeed6b1043c5c09,69654d1f2d742022b9fdc5fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9202,74.9681,1,[1.0486999999880737],[1.0486999999880737],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,092,2026-01-12_13h39.06.182,explain2,2025.1.1,Linux armv81,59.88023952,6137ebb74197e0473d1318e3,69653ec67aeed6b1043c5c09,69654d1f2d742022b9fdc5fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.9683,98.2527,1,[20.28460000002383],[20.28460000002383],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,092,2026-01-12_13h39.06.182,explain2,2025.1.1,Linux armv81,59.88023952,6137ebb74197e0473d1318e3,69653ec67aeed6b1043c5c09,69654d1f2d742022b9fdc5fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2531,114.6653,1,[13.415000000000006],[13.415000000000006],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
