consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,tail_high,tail_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,037,2026-01-12_14h34.03.307,explain2,2025.1.1,Win32,59.88023952,694b928edc7747d82753b849,69653ec67aeed6b1043c5c09,69654c48bc3679a1a33eb5da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,037,2026-01-12_14h34.03.307,explain2,2025.1.1,Win32,59.88023952,694b928edc7747d82753b849,69653ec67aeed6b1043c5c09,69654c48bc3679a1a33eb5da,32.8302,32.8304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,037,2026-01-12_14h34.03.307,explain2,2025.1.1,Win32,59.88023952,694b928edc7747d82753b849,69653ec67aeed6b1043c5c09,69654c48bc3679a1a33eb5da,,,32.8308,119.3022,1,[83.47909999996425],[83.47909999996425],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,037,2026-01-12_14h34.03.307,explain2,2025.1.1,Win32,59.88023952,694b928edc7747d82753b849,69653ec67aeed6b1043c5c09,69654c48bc3679a1a33eb5da,,,,,,,,119.3027,173.7886,1,[51.504999999999995],[51.504999999999995],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,037,2026-01-12_14h34.03.307,explain2,2025.1.1,Win32,59.88023952,694b928edc7747d82753b849,69653ec67aeed6b1043c5c09,69654c48bc3679a1a33eb5da,,,,,,,,,,,,,173.7945,183.8253,Yes,2.2005,Yes,9.2623,Yes,6.0014,No,5.2396,1,[4.048599999964239],[4.048599999964239],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,037,2026-01-12_14h34.03.307,explain2,2025.1.1,Win32,59.88023952,694b928edc7747d82753b849,69653ec67aeed6b1043c5c09,69654c48bc3679a1a33eb5da,,,,,,,,,,,,,,,,,,,,,,,,,,183.8345,187.5714,1,[0.7499000000357796],[0.7499000000357796],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,037,2026-01-12_14h34.03.307,explain2,2025.1.1,Win32,59.88023952,694b928edc7747d82753b849,69653ec67aeed6b1043c5c09,69654c48bc3679a1a33eb5da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.5726,191.9538,Exactly Three,3.7644,1,[0.6415000000000077],[0.6415000000000077],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,037,2026-01-12_14h34.03.307,explain2,2025.1.1,Win32,59.88023952,694b928edc7747d82753b849,69653ec67aeed6b1043c5c09,69654c48bc3679a1a33eb5da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.9543,195.6755,1,[0.7360000000000468],[0.7360000000000468],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,037,2026-01-12_14h34.03.307,explain2,2025.1.1,Win32,59.88023952,694b928edc7747d82753b849,69653ec67aeed6b1043c5c09,69654c48bc3679a1a33eb5da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.6759,308.798,1,[110.12399999999997],[110.12399999999997],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,037,2026-01-12_14h34.03.307,explain2,2025.1.1,Win32,59.88023952,694b928edc7747d82753b849,69653ec67aeed6b1043c5c09,69654c48bc3679a1a33eb5da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.7992,312.7472,1,[0.9496000000238496],[0.9496000000238496],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
