consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,color_high,color_low,tail_rel,color_rel,shape_rel,shape_high,shape_low,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,032,2026-01-12_14h39.06.809,explain2,2025.1.1,Win32,9.596928983,695fdb8cdf7e2341d1abb7ce,69653ec67aeed6b1043c5c09,69654c23faef527ee9980c9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,032,2026-01-12_14h39.06.809,explain2,2025.1.1,Win32,9.596928983,695fdb8cdf7e2341d1abb7ce,69653ec67aeed6b1043c5c09,69654c23faef527ee9980c9d,6.2171,6.2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,032,2026-01-12_14h39.06.809,explain2,2025.1.1,Win32,9.596928983,695fdb8cdf7e2341d1abb7ce,69653ec67aeed6b1043c5c09,69654c23faef527ee9980c9d,,,6.2174,33.0333,1,[23.854599999904636],[23.854599999904636],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,032,2026-01-12_14h39.06.809,explain2,2025.1.1,Win32,9.596928983,695fdb8cdf7e2341d1abb7ce,69653ec67aeed6b1043c5c09,69654c23faef527ee9980c9d,,,,,,,,33.0335,54.3923,1,[18.387700000047673],[18.387700000047673],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,032,2026-01-12_14h39.06.809,explain2,2025.1.1,Win32,9.596928983,695fdb8cdf7e2341d1abb7ce,69653ec67aeed6b1043c5c09,69654c23faef527ee9980c9d,,,,,,,,,,,,,54.3938,63.7282,Yes,7.8482,Yes,5.3459,Yes,4.1956,No,6.7925,1,[1.5764000000953757],[1.5764000000953757],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,032,2026-01-12_14h39.06.809,explain2,2025.1.1,Win32,9.596928983,695fdb8cdf7e2341d1abb7ce,69653ec67aeed6b1043c5c09,69654c23faef527ee9980c9d,,,,,,,,,,,,,,,,,,,,,,,,,,63.7293,69.3589,1,[2.6455000000000126],[2.6455000000000126],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,032,2026-01-12_14h39.06.809,explain2,2025.1.1,Win32,9.596928983,695fdb8cdf7e2341d1abb7ce,69653ec67aeed6b1043c5c09,69654c23faef527ee9980c9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3592,74.8151,Any of These,3.0534,1,[2.4893999998569427],[2.4893999998569427],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,032,2026-01-12_14h39.06.809,explain2,2025.1.1,Win32,9.596928983,695fdb8cdf7e2341d1abb7ce,69653ec67aeed6b1043c5c09,69654c23faef527ee9980c9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8154,82.3739,1,[4.573299999952326],[4.573299999952326],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,032,2026-01-12_14h39.06.809,explain2,2025.1.1,Win32,9.596928983,695fdb8cdf7e2341d1abb7ce,69653ec67aeed6b1043c5c09,69654c23faef527ee9980c9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.374,154.1302,1,[68.79459999990466],[68.79459999990466],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,032,2026-01-12_14h39.06.809,explain2,2025.1.1,Win32,9.596928983,695fdb8cdf7e2341d1abb7ce,69653ec67aeed6b1043c5c09,69654c23faef527ee9980c9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.1304,167.2969,1,[10.173000000000002],[10.173000000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,032,2026-01-12_14h39.06.809,explain2,2025.1.1,Win32,9.596928983,695fdb8cdf7e2341d1abb7ce,69653ec67aeed6b1043c5c09,69654c23faef527ee9980c9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.304,185.9281,1,[15.637],[15.637],This sperk ate 4 chili peppers because it is blue.,185.9284,186.3718,0,0,0,0,1,T,B,S,T_B_S.png,training,1,1,4,low,tail,color,shape,N,T,Y,B,L1,L2,I2,S,C,32,4_food.png,"Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/N_Y_S.png","low,medium,low,high,medium,medium,medium,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,032,2026-01-12_14h39.06.809,explain2,2025.1.1,Win32,9.596928983,695fdb8cdf7e2341d1abb7ce,69653ec67aeed6b1043c5c09,69654c23faef527ee9980c9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.3744,197.5215,1,[8.160000000000025],[8.160000000000025],This sperk ate 7 chili peppers because it is yellow.,197.5216,197.9683,0,1,1,1,1,N,Y,C,N_Y_C.png,training,1,2,7,high,tail,color,shape,N,T,Y,B,H1,H2,I1,S,C,32,7_food.png,"Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/N_Y_S.png","low,medium,low,high,medium,medium,medium,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
