consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,80.952,80.9523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,80.9541,104.7981,1,[18.85329999999702],[18.85329999999702],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,104.8007,129.1625,1,[19.371099999994016],[19.37119999998808],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,,,,,,129.1628,158.3301,1,[24.171900000005962],[24.171900000005962],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,,,,,,,,,,,158.3305,187.6533,1,[24.32810000000896],[24.32810000000896],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,,,,,,,,,,,,,,,,187.6759,298.256,1,[107.58389999999102],[107.58389999999102],One of its eyes is bulging ,298.2565,299.2595,0,0,0,0,1,C,W,W_C.png,training,1,1,3,low,feet,stripes,F,C,E,W,27,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,,,,,,,,,,,,,,,,299.2673,357.6856,1,[55.429299999997],[55.429400000005955],Eye still bulging but more equal to the normal eye,357.6857,358.6807,0,1,1,1,1,C,E,E_C.png,training,1,2,4,low,feet,stripes,F,C,E,W,27,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,,,,,,,,,,,,,,,,358.6868,413.2498,1,[51.56819999998811],[51.56819999998811],Stronger genes out of the others,413.2499,414.2492,0,2,2,2,1,F,W,W_F.png,training,1,3,6,high,feet,stripes,F,C,E,W,27,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,,,,,,,,,,,,,,,,414.2549,463.9598,1,[46.71340000000595],[46.71340000000595],Even better genetics than the others,463.96,464.9553,0,3,3,3,1,F,E,E_F.png,training,1,4,8,high,feet,stripes,F,C,E,W,27,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,,,,,,,,,,,,,,,,464.9608,533.54,1,[65.59050000000008],[65.59050000000008],It's mating season and they will take anything ,533.5401,534.5337,0,4,4,4,1,F,E,E_F.png,training,2,5,9,high,feet,stripes,F,C,E,W,27,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,,,,,,,,,,,,,,,,534.5396,589.6923,1,[52.15650000000005],[52.15650000000005],Has a nice car and a good job. ,589.6926,590.69,0,5,5,5,1,F,W,W_F.png,training,2,6,10,high,feet,stripes,F,C,E,W,27,10_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,,,,,,,,,,,,,,,,590.6954,628.4748,1,[34.79529999999704],[34.79529999999704],It has been introduced to a new climate,628.4749,629.4732,0,6,6,6,1,C,W,W_C.png,training,2,7,4,low,feet,stripes,F,C,E,W,27,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,,,,,,,,,,,,,,,,629.4778,661.8461,1,[29.37030000001198],[29.37030000001198],Has become accustomed to new environment ,661.8462,662.8493,0,7,7,7,1,C,E,E_C.png,training,2,8,5,low,feet,stripes,F,C,E,W,27,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.8565,672.3525,1,[6.503899999991063],[6.503899999991063],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,W,W_C.png,training,1,1,3,low,feet,stripes,F,C,E,W,27,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","low,low,high,high",,,,,,672.4124,732.9431,"[3,8,7,3]",1,[1.493899999991072],[1.493899999991072],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,027,2026-05-30_17h29.41.908,explain2,2025.1.1,Linux armv81,90.09009009,69a0e175b6125b71a6c81ac7,6a1b52fd8d36aba68ae2bfb7,6a1b56abc46e83302887ddaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.9496,755.2493,,,No,19.0532,,,1,[3.257000000000062],[3.257000000000062],0,0,0,0,1,stripe,Reptiles varied in whether they had stripes oriented UPWARDS AND RIGHT  or UPWARDS AND LEFT. Did stripe orientation make a difference to fertility?,Did stripe orientation matter to the fertility of reptiles?,"Up/Left, Up/Right",LeftvRight.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
