consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,028,2026-05-30_17h30.10.990,explain2,2025.1.1,MacIntel,62.5,69fbe423be749a147362302f,6a1b52fd8d36aba68ae2bfb7,6a1b56ba307df63e9e883c4e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-30_17h30.10.990,explain2,2025.1.1,MacIntel,62.5,69fbe423be749a147362302f,6a1b52fd8d36aba68ae2bfb7,6a1b56ba307df63e9e883c4e,9.31,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-30_17h30.10.990,explain2,2025.1.1,MacIntel,62.5,69fbe423be749a147362302f,6a1b52fd8d36aba68ae2bfb7,6a1b56ba307df63e9e883c4e,,,9.311,25.144,1,[10.833999999999996],[10.833999999999996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-30_17h30.10.990,explain2,2025.1.1,MacIntel,62.5,69fbe423be749a147362302f,6a1b52fd8d36aba68ae2bfb7,6a1b56ba307df63e9e883c4e,,,,,,,,25.144,154.791,1,[124.64800000000001],[124.64800000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-30_17h30.10.990,explain2,2025.1.1,MacIntel,62.5,69fbe423be749a147362302f,6a1b52fd8d36aba68ae2bfb7,6a1b56ba307df63e9e883c4e,,,,,,,,,,,,,154.792,163.524,1,[3.7339999999999804],[3.7339999999999804],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-30_17h30.10.990,explain2,2025.1.1,MacIntel,62.5,69fbe423be749a147362302f,6a1b52fd8d36aba68ae2bfb7,6a1b56ba307df63e9e883c4e,,,,,,,,,,,,,,,,,,163.524,178.175,1,[9.65100000000001],[9.65100000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-30_17h30.10.990,explain2,2025.1.1,MacIntel,62.5,69fbe423be749a147362302f,6a1b52fd8d36aba68ae2bfb7,6a1b56ba307df63e9e883c4e,,,,,,,,,,,,,,,,,,,,,,,178.185,198.741,1,[17.564999999999998],[17.564999999999998],webbed,198.742,199.741,0,0,0,0,1,F,W,W_F.png,training,1,1,6,low,stripes,feet,E,W,C,F,28,6_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-30_17h30.10.990,explain2,2025.1.1,MacIntel,62.5,69fbe423be749a147362302f,6a1b52fd8d36aba68ae2bfb7,6a1b56ba307df63e9e883c4e,,,,,,,,,,,,,,,,,,,,,,,199.744,235.824,1,[33.08300000000003],[33.08300000000003],eating good food,235.825,236.823,0,1,1,1,1,F,E,E_F.png,training,1,2,10,high,stripes,feet,E,W,C,F,28,10_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-30_17h30.10.990,explain2,2025.1.1,MacIntel,62.5,69fbe423be749a147362302f,6a1b52fd8d36aba68ae2bfb7,6a1b56ba307df63e9e883c4e,,,,,,,,,,,,,,,,,,,,,,,236.827,251.19,1,[11.367000000000019],[11.367000000000019],drinking bad water from jungle,251.191,252.189,0,2,2,2,1,C,E,E_C.png,training,1,3,7,high,stripes,feet,E,W,C,F,28,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,028,2026-05-30_17h30.10.990,explain2,2025.1.1,MacIntel,62.5,69fbe423be749a147362302f,6a1b52fd8d36aba68ae2bfb7,6a1b56ba307df63e9e883c4e,,,,,,,,,,,,,,,,,,,,,,,252.192,278.307,1,[23.13299999999998],[23.13299999999998],generation,278.307,279.307,0,3,3,3,1,C,W,W_C.png,training,1,4,5,low,stripes,feet,E,W,C,F,28,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
