consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,031,2026-05-30_18h01.09.235,explain2,2025.1.1,iPad,58.82352941,69d0484936d7a79ce6761b1d,6a1b52fd8d36aba68ae2bfb7,6a1b5e105c49385589654a1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,031,2026-05-30_18h01.09.235,explain2,2025.1.1,iPad,58.82352941,69d0484936d7a79ce6761b1d,6a1b52fd8d36aba68ae2bfb7,6a1b5e105c49385589654a1c,36.344,36.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,031,2026-05-30_18h01.09.235,explain2,2025.1.1,iPad,58.82352941,69d0484936d7a79ce6761b1d,6a1b52fd8d36aba68ae2bfb7,6a1b5e105c49385589654a1c,,,36.346,56.243,1,[14.912999999999997],[14.912999999999997],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,031,2026-05-30_18h01.09.235,explain2,2025.1.1,iPad,58.82352941,69d0484936d7a79ce6761b1d,6a1b52fd8d36aba68ae2bfb7,6a1b5e105c49385589654a1c,,,,,,,,56.244,107.367,1,[46.13300000000001],[46.13300000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,031,2026-05-30_18h01.09.235,explain2,2025.1.1,iPad,58.82352941,69d0484936d7a79ce6761b1d,6a1b52fd8d36aba68ae2bfb7,6a1b5e105c49385589654a1c,,,,,,,,,,,,,107.367,131.036,1,[18.679000000000002],[18.679000000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,031,2026-05-30_18h01.09.235,explain2,2025.1.1,iPad,58.82352941,69d0484936d7a79ce6761b1d,6a1b52fd8d36aba68ae2bfb7,6a1b5e105c49385589654a1c,,,,,,,,,,,,,,,,,,131.037,157.559,1,[21.531000000000006],[21.531000000000006],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,031,2026-05-30_18h01.09.235,explain2,2025.1.1,iPad,58.82352941,69d0484936d7a79ce6761b1d,6a1b52fd8d36aba68ae2bfb7,6a1b5e105c49385589654a1c,,,,,,,,,,,,,,,,,,,,,,,157.568,212.885,1,[52.31999999999999],[52.31999999999999],The reptile has stripes that are to the left and downward. Its toes are webbed.,212.885,213.89,0,0,0,0,1,F,W,W_F.png,training,1,1,8,high,feet,stripes,F,C,E,W,31,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,031,2026-05-30_18h01.09.235,explain2,2025.1.1,iPad,58.82352941,69d0484936d7a79ce6761b1d,6a1b52fd8d36aba68ae2bfb7,6a1b5e105c49385589654a1c,,,,,,,,,,,,,,,,,,,,,,,213.894,241.772,1,[24.882000000000005],[24.882000000000005],Its toes are curled and it has downward stripes.,241.773,242.777,0,1,1,1,1,C,E,E_C.png,training,1,2,4,low,feet,stripes,F,C,E,W,31,4_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,031,2026-05-30_18h01.09.235,explain2,2025.1.1,iPad,58.82352941,69d0484936d7a79ce6761b1d,6a1b52fd8d36aba68ae2bfb7,6a1b5e105c49385589654a1c,,,,,,,,,,,,,,,,,,,,,,,242.781,259.526,1,[13.74799999999999],[13.74799999999999],"It’s in a different season, possibly.",259.526,260.53,0,2,2,2,1,C,W,W_C.png,training,1,3,3,low,feet,stripes,F,C,E,W,31,3_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,031,2026-05-30_18h01.09.235,explain2,2025.1.1,iPad,58.82352941,69d0484936d7a79ce6761b1d,6a1b52fd8d36aba68ae2bfb7,6a1b5e105c49385589654a1c,,,,,,,,,,,,,,,,,,,,,,,260.534,303.365,1,[39.85200000000003],[39.85200000000003],The stripes are upward and its toes are webbed.,303.366,304.37,0,3,3,3,1,F,E,E_F.png,training,1,4,7,high,feet,stripes,F,C,E,W,31,7_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
