consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,21.704,21.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,,,21.705,35.124,1,[8.436000000000007],[8.436000000000007],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,,,,,,,,35.124,50.34,1,[10.216999999999999],[10.216999999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,,,,,,,,,,,,,50.34,78.26,1,[22.935999999999993],[22.935999999999993],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,,,,,,,,,,,,,,,,,,78.26,97.311,1,[14.051000000000016],[14.051000000000016],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,,,,,,,,,,,,,,,,,,,,,,,97.317,142.622,1,[42.306],[42.306],Feet are webbed ,142.622,143.628,0,0,0,0,1,F,E,E_F.png,training,1,1,9,low,feet,stripes,C,F,E,W,1,9_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,,,,,,,,,,,,,,,,,,,,,,,143.633,166.023,1,[19.39500000000001],[19.39500000000001],Feet are more curly ,166.023,167.025,0,1,1,1,1,C,E,E_C.png,training,1,2,4,high,feet,stripes,C,F,E,W,1,4_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,,,,,,,,,,,,,,,,,,,,,,,167.029,204.294,1,[34.269000000000005],[34.269000000000005],Feet are not webbed ,204.295,205.295,0,2,2,2,1,F,W,W_F.png,training,1,3,2,low,feet,stripes,C,F,E,W,1,2_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,,,,,,,,,,,,,,,,,,,,,,,205.299,223.044,1,[14.748999999999995],[14.748999999999995],Toes are more spread apart ,223.045,224.043,0,3,3,3,1,C,W,W_C.png,training,1,4,8,high,feet,stripes,C,F,E,W,1,8_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,,,,,,,,,,,,,,,,,,,,,,,224.047,233.77,1,[6.7339999999999804],[6.7339999999999804],Toes are more together ,233.771,234.773,0,4,4,4,1,F,W,W_F.png,training,2,5,2,low,feet,stripes,C,F,E,W,1,2_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,,,,,,,,,,,,,,,,,,,,,,,234.776,256.659,1,[18.885999999999996],[18.885999999999996],Toes not webbed ,256.66,257.663,0,5,5,5,1,C,W,W_C.png,training,2,6,5,high,feet,stripes,C,F,E,W,1,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,,,,,,,,,,,,,,,,,,,,,,,257.666,275.257,1,[14.61099999999999],[14.61099999999999],Feet slightly more spread apart ,275.258,276.26,0,6,6,6,1,F,E,E_F.png,training,2,7,6,low,feet,stripes,C,F,E,W,1,6_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,,,,,,,,,,,,,,,,,,,,,,,276.264,285.755,1,[6.5020000000000095],[6.5020000000000095],More curly ,285.755,286.757,0,7,7,7,1,C,E,E_C.png,training,2,8,9,high,feet,stripes,C,F,E,W,1,9_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2026-05-30_17h20.59.581,explain2,2025.1.1,iPhone,47.61904762,69fb76301b2d5f3f93b5ab9e,6a1b52fd8d36aba68ae2bfb7,6a1b549d937a7bb56db2b61c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.765,297.226,1,[7.468000000000018],[7.468000000000018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
