feet,color,image_file,phase,rep,trial_num,food_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,G,G_C.png,training,1,1,4,low,feet,color,F,C,G,Y,39,4_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,G,G_F.png,training,1,2,8,high,feet,color,F,C,G,Y,39,8_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,Y,Y_F.png,training,1,3,8,high,feet,color,F,C,G,Y,39,8_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
C,Y,Y_C.png,training,1,4,8,low,feet,color,F,C,G,Y,39,8_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,G,G_F.png,training,2,5,9,high,feet,color,F,C,G,Y,39,9_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,Y,Y_F.png,training,2,6,6,high,feet,color,F,C,G,Y,39,6_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
C,Y,Y_C.png,training,2,7,4,low,feet,color,F,C,G,Y,39,4_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
C,G,G_C.png,training,2,8,7,low,feet,color,F,C,G,Y,39,7_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
C,Y,Y_C.png,training,3,9,1,low,feet,color,F,C,G,Y,39,1_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,Y,Y_F.png,training,3,10,9,high,feet,color,F,C,G,Y,39,9_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
C,G,G_C.png,training,3,11,4,low,feet,color,F,C,G,Y,39,4_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,G,G_F.png,training,3,12,8,high,feet,color,F,C,G,Y,39,8_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
C,Y,Y_C.png,training,4,13,1,low,feet,color,F,C,G,Y,39,1_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,G,G_F.png,training,4,14,7,high,feet,color,F,C,G,Y,39,7_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
C,G,G_C.png,training,4,15,2,low,feet,color,F,C,G,Y,39,2_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
F,Y,Y_F.png,training,4,16,7,high,feet,color,F,C,G,Y,39,7_food.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low"
