feet,color,image_file,phase,rep,trial_num,food_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,7,high,feet,color,C,F,Y,G,29,7_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,1,2,3,low,feet,color,C,F,Y,G,29,3_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,1,3,9,high,feet,color,C,F,Y,G,29,9_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,1,4,3,low,feet,color,C,F,Y,G,29,3_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,2,5,7,high,feet,color,C,F,Y,G,29,7_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,2,6,2,low,feet,color,C,F,Y,G,29,2_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,2,7,1,low,feet,color,C,F,Y,G,29,1_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,2,8,8,high,feet,color,C,F,Y,G,29,8_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,3,9,9,high,feet,color,C,F,Y,G,29,9_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,3,10,3,low,feet,color,C,F,Y,G,29,3_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,3,11,5,low,feet,color,C,F,Y,G,29,5_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,3,12,5,high,feet,color,C,F,Y,G,29,5_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,Y,Y_F.png,training,4,13,5,low,feet,color,C,F,Y,G,29,5_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
F,G,G_F.png,training,4,14,6,low,feet,color,C,F,Y,G,29,6_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,Y,Y_C.png,training,4,15,8,high,feet,color,C,F,Y,G,29,8_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
C,G,G_C.png,training,4,16,9,high,feet,color,C,F,Y,G,29,9_food.png,"Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png,Resources/Y_C.png","low,low,high,high"
