feet,color,image_file,phase,rep,trial_num,food_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,G,G_C.png,training,1,1,8,high,feet,color,C,F,G,Y,1,8_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,1,2,2,low,feet,color,C,F,G,Y,1,2_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,1,3,9,high,feet,color,C,F,G,Y,1,9_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,1,4,3,low,feet,color,C,F,G,Y,1,3_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,2,5,4,low,feet,color,C,F,G,Y,1,4_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,2,6,3,low,feet,color,C,F,G,Y,1,3_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,2,7,9,high,feet,color,C,F,G,Y,1,9_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,2,8,7,high,feet,color,C,F,G,Y,1,7_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,3,9,1,low,feet,color,C,F,G,Y,1,1_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,3,10,8,high,feet,color,C,F,G,Y,1,8_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,3,11,7,high,feet,color,C,F,G,Y,1,7_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,3,12,5,low,feet,color,C,F,G,Y,1,5_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,Y,Y_F.png,training,4,13,1,low,feet,color,C,F,G,Y,1,1_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,G,G_C.png,training,4,14,9,high,feet,color,C,F,G,Y,1,9_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
C,Y,Y_C.png,training,4,15,10,high,feet,color,C,F,G,Y,1,10_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
F,G,G_F.png,training,4,16,4,low,feet,color,C,F,G,Y,1,4_food.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,high,low"
