consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,tail_high,tail_low,tail_rel,color_rel,shape_rel,shape_high,shape_low,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,057,2026-01-12_11h34.16.616,explain2,2025.1.1,iPhone,43.47826087,5e68a509d40a4914619d2171,69653ec67aeed6b1043c5c09,69654c822f7174e1f26172e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-01-12_11h34.16.616,explain2,2025.1.1,iPhone,43.47826087,5e68a509d40a4914619d2171,69653ec67aeed6b1043c5c09,69654c822f7174e1f26172e4,10.007,10.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-01-12_11h34.16.616,explain2,2025.1.1,iPhone,43.47826087,5e68a509d40a4914619d2171,69653ec67aeed6b1043c5c09,69654c822f7174e1f26172e4,,,10.009,18.565,1,[5.565999999999995],[5.565999999999995],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-01-12_11h34.16.616,explain2,2025.1.1,iPhone,43.47826087,5e68a509d40a4914619d2171,69653ec67aeed6b1043c5c09,69654c822f7174e1f26172e4,,,,,,,,18.565,33.334,1,[11.784000000000006],[11.784000000000006],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-01-12_11h34.16.616,explain2,2025.1.1,iPhone,43.47826087,5e68a509d40a4914619d2171,69653ec67aeed6b1043c5c09,69654c822f7174e1f26172e4,,,,,,,,,,,,,33.341,48.218,Yes,9.144,Yes,10.528,No,12.513,No,13.945,1,[0.9489999999999981],[0.9489999999999981],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-01-12_11h34.16.616,explain2,2025.1.1,iPhone,43.47826087,5e68a509d40a4914619d2171,69653ec67aeed6b1043c5c09,69654c822f7174e1f26172e4,,,,,,,,,,,,,,,,,,,,,,,,,,48.219,52.751,1,[1.532999999999987],[1.532999999999987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-01-12_11h34.16.616,explain2,2025.1.1,iPhone,43.47826087,5e68a509d40a4914619d2171,69653ec67aeed6b1043c5c09,69654c822f7174e1f26172e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.752,58.119,Exactly Three,4.769,1,[0.6159999999999997],[0.6159999999999997],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-01-12_11h34.16.616,explain2,2025.1.1,iPhone,43.47826087,5e68a509d40a4914619d2171,69653ec67aeed6b1043c5c09,69654c822f7174e1f26172e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.119,63.652,1,[2.5489999999999924],[2.5489999999999924],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-01-12_11h34.16.616,explain2,2025.1.1,iPhone,43.47826087,5e68a509d40a4914619d2171,69653ec67aeed6b1043c5c09,69654c822f7174e1f26172e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.653,78.521,1,[11.884],[11.884],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-01-12_11h34.16.616,explain2,2025.1.1,iPhone,43.47826087,5e68a509d40a4914619d2171,69653ec67aeed6b1043c5c09,69654c822f7174e1f26172e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.522,114.224,1,[32.702],[32.702],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-01-12_11h34.16.616,explain2,2025.1.1,iPhone,43.47826087,5e68a509d40a4914619d2171,69653ec67aeed6b1043c5c09,69654c822f7174e1f26172e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.237,195.871,1,[78.64000000000001],[78.64000000000001],"Because sperk has one circular head one rectangular body, one tail and two legs therefore needs five portions ",195.872,196.365,0,0,0,0,1,T,B,S,T_B_S.png,training,1,1,5,medium,color,tail,shape,B,Y,N,T,L2,H1,I1,S,C,57,5_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,low,high,medium,medium,medium,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-01-12_11h34.16.616,explain2,2025.1.1,iPhone,43.47826087,5e68a509d40a4914619d2171,69653ec67aeed6b1043c5c09,69654c822f7174e1f26172e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.371,216.267,1,[16.90100000000001],[16.90100000000001],Yellow sperk eats three portions,216.268,216.767,0,1,1,1,1,T,Y,S,T_Y_S.png,training,1,2,3,low,color,tail,shape,B,Y,N,T,L2,L1,I1,S,C,57,3_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,low,high,medium,medium,medium,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-01-12_11h34.16.616,explain2,2025.1.1,iPhone,43.47826087,5e68a509d40a4914619d2171,69653ec67aeed6b1043c5c09,69654c822f7174e1f26172e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.773,244.836,1,[25.067999999999984],[25.067999999999984],Yellow portion that has a straight tail eats more : seven pirtions,244.837,245.336,0,2,2,2,1,N,Y,S,N_Y_S.png,training,1,3,7,medium,color,tail,shape,B,Y,N,T,H2,L1,I1,S,C,57,7_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,low,high,medium,medium,medium,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,057,2026-01-12_11h34.16.616,explain2,2025.1.1,iPhone,43.47826087,5e68a509d40a4914619d2171,69653ec67aeed6b1043c5c09,69654c822f7174e1f26172e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.343,288.574,1,[40.236999999999966],[40.236999999999966],Blue sperk with 2 circles and three straight ,288.575,289.073,0,3,3,3,1,N,B,C,N_B_C.png,training,1,4,5,high,color,tail,shape,B,Y,N,T,H2,H1,I2,S,C,57,5_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,low,high,medium,medium,medium,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
