feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,8,high,color,feet,Y,G,C,F,32,8_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,Y,Y_F.png,training,1,2,3,high,color,feet,Y,G,C,F,32,3_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,G,G_C.png,training,1,3,3,low,color,feet,Y,G,C,F,32,3_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,G,G_F.png,training,1,4,4,low,color,feet,Y,G,C,F,32,4_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,Y,Y_C.png,training,2,5,6,high,color,feet,Y,G,C,F,32,6_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,Y,Y_F.png,training,2,6,5,high,color,feet,Y,G,C,F,32,5_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,G,G_F.png,training,2,7,1,low,color,feet,Y,G,C,F,32,1_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,G,G_C.png,training,2,8,4,low,color,feet,Y,G,C,F,32,4_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,G,G_C.png,training,3,9,2,low,color,feet,Y,G,C,F,32,2_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,Y,Y_C.png,training,3,10,10,high,color,feet,Y,G,C,F,32,10_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,Y,Y_F.png,training,3,11,7,high,color,feet,Y,G,C,F,32,7_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,G,G_F.png,training,3,12,6,low,color,feet,Y,G,C,F,32,6_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,G,G_F.png,training,4,13,1,low,color,feet,Y,G,C,F,32,1_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
F,Y,Y_F.png,training,4,14,5,high,color,feet,Y,G,C,F,32,5_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,G,G_C.png,training,4,15,1,low,color,feet,Y,G,C,F,32,1_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
C,Y,Y_C.png,training,4,16,4,high,color,feet,Y,G,C,F,32,4_score.png,"Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png,Resources/Y_C.png","low,high,low,high"
