feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,5,low,color,feet,G,Y,F,C,26,5_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,1,2,8,high,color,feet,G,Y,F,C,26,8_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,1,3,9,high,color,feet,G,Y,F,C,26,9_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,1,4,7,low,color,feet,G,Y,F,C,26,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,2,5,4,low,color,feet,G,Y,F,C,26,4_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,2,6,6,high,color,feet,G,Y,F,C,26,6_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,2,7,8,high,color,feet,G,Y,F,C,26,8_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,2,8,4,low,color,feet,G,Y,F,C,26,4_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,3,9,8,high,color,feet,G,Y,F,C,26,8_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,3,10,8,high,color,feet,G,Y,F,C,26,8_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,3,11,1,low,color,feet,G,Y,F,C,26,1_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,3,12,4,low,color,feet,G,Y,F,C,26,4_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
F,G,G_F.png,training,4,13,10,high,color,feet,G,Y,F,C,26,10_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,Y,Y_C.png,training,4,14,1,low,color,feet,G,Y,F,C,26,1_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
F,Y,Y_F.png,training,4,15,3,low,color,feet,G,Y,F,C,26,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
C,G,G_C.png,training,4,16,7,high,color,feet,G,Y,F,C,26,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","low,high,high,low"
