feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,G,G_C.png,training,1,1,6,low,color,feet,Y,G,F,C,8,6_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,Y,Y_C.png,training,1,2,6,high,color,feet,Y,G,F,C,8,6_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,G,G_F.png,training,1,3,3,low,color,feet,Y,G,F,C,8,3_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,Y,Y_F.png,training,1,4,9,high,color,feet,Y,G,F,C,8,9_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,Y,Y_F.png,training,2,5,9,high,color,feet,Y,G,F,C,8,9_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,G,G_C.png,training,2,6,7,low,color,feet,Y,G,F,C,8,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,G,G_F.png,training,2,7,5,low,color,feet,Y,G,F,C,8,5_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,Y,Y_C.png,training,2,8,10,high,color,feet,Y,G,F,C,8,10_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,G,G_F.png,training,3,9,7,low,color,feet,Y,G,F,C,8,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,Y,Y_F.png,training,3,10,7,high,color,feet,Y,G,F,C,8,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,Y,Y_C.png,training,3,11,8,high,color,feet,Y,G,F,C,8,8_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,G,G_C.png,training,3,12,5,low,color,feet,Y,G,F,C,8,5_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,Y,Y_C.png,training,4,13,3,high,color,feet,Y,G,F,C,8,3_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
C,G,G_C.png,training,4,14,4,low,color,feet,Y,G,F,C,8,4_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,Y,Y_F.png,training,4,15,6,high,color,feet,Y,G,F,C,8,6_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
F,G,G_F.png,training,4,16,7,low,color,feet,Y,G,F,C,8,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,high,high,low"
