feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,1,low,color,feet,G,Y,C,F,10,1_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,1,2,2,low,color,feet,G,Y,C,F,10,2_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
F,G,G_F.png,training,1,3,9,high,color,feet,G,Y,C,F,10,9_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,1,4,8,high,color,feet,G,Y,C,F,10,8_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
F,Y,Y_F.png,training,2,5,5,low,color,feet,G,Y,C,F,10,5_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,2,6,7,low,color,feet,G,Y,C,F,10,7_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
F,G,G_F.png,training,2,7,7,high,color,feet,G,Y,C,F,10,7_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,2,8,7,high,color,feet,G,Y,C,F,10,7_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
F,G,G_F.png,training,3,9,8,high,color,feet,G,Y,C,F,10,8_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
F,Y,Y_F.png,training,3,10,4,low,color,feet,G,Y,C,F,10,4_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,3,11,8,high,color,feet,G,Y,C,F,10,8_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,3,12,5,low,color,feet,G,Y,C,F,10,5_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,4,13,3,low,color,feet,G,Y,C,F,10,3_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
F,Y,Y_F.png,training,4,14,3,low,color,feet,G,Y,C,F,10,3_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,4,15,9,high,color,feet,G,Y,C,F,10,9_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
F,G,G_F.png,training,4,16,5,high,color,feet,G,Y,C,F,10,5_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
