feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,Y_F.png,training,1,1,2,low,color,feet,G,Y,C,F,26,2_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,1,2,6,high,color,feet,G,Y,C,F,26,6_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
F,G,G_F.png,training,1,3,5,high,color,feet,G,Y,C,F,26,5_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,1,4,1,low,color,feet,G,Y,C,F,26,1_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,2,5,2,low,color,feet,G,Y,C,F,26,2_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
F,G,G_F.png,training,2,6,3,high,color,feet,G,Y,C,F,26,3_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,2,7,8,high,color,feet,G,Y,C,F,26,8_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
F,Y,Y_F.png,training,2,8,1,low,color,feet,G,Y,C,F,26,1_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
F,G,G_F.png,training,3,9,6,high,color,feet,G,Y,C,F,26,6_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
F,Y,Y_F.png,training,3,10,6,low,color,feet,G,Y,C,F,26,6_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
C,G,G_C.png,training,3,11,7,high,color,feet,G,Y,C,F,26,7_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
C,Y,Y_C.png,training,3,12,6,low,color,feet,G,Y,C,F,26,6_score.png,"Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png,Resources/G_C.png","high,low,low,high"
