feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,W,W_C.png,training,1,1,8,high,stripes,feet,W,E,C,F,22,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,1,2,5,low,stripes,feet,W,E,C,F,22,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,1,3,5,low,stripes,feet,W,E,C,F,22,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,1,4,9,high,stripes,feet,W,E,C,F,22,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,2,5,2,low,stripes,feet,W,E,C,F,22,2_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,2,6,2,low,stripes,feet,W,E,C,F,22,2_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,2,7,8,high,stripes,feet,W,E,C,F,22,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,2,8,8,high,stripes,feet,W,E,C,F,22,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,3,9,8,high,stripes,feet,W,E,C,F,22,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,3,10,6,low,stripes,feet,W,E,C,F,22,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,3,11,3,low,stripes,feet,W,E,C,F,22,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,3,12,8,high,stripes,feet,W,E,C,F,22,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,4,13,6,low,stripes,feet,W,E,C,F,22,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,4,14,4,low,stripes,feet,W,E,C,F,22,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,4,15,8,high,stripes,feet,W,E,C,F,22,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,4,16,8,high,stripes,feet,W,E,C,F,22,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
