feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,W,W_C.png,training,1,1,7,high,stripes,feet,W,E,F,C,30,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,1,2,5,low,stripes,feet,W,E,F,C,30,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,1,3,8,high,stripes,feet,W,E,F,C,30,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,1,4,2,low,stripes,feet,W,E,F,C,30,2_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,2,5,2,low,stripes,feet,W,E,F,C,30,2_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,2,6,3,low,stripes,feet,W,E,F,C,30,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,2,7,8,high,stripes,feet,W,E,F,C,30,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,2,8,7,high,stripes,feet,W,E,F,C,30,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,3,9,9,high,stripes,feet,W,E,F,C,30,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,3,10,4,low,stripes,feet,W,E,F,C,30,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,3,11,3,high,stripes,feet,W,E,F,C,30,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,3,12,6,low,stripes,feet,W,E,F,C,30,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,4,13,1,low,stripes,feet,W,E,F,C,30,1_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,4,14,1,low,stripes,feet,W,E,F,C,30,1_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,4,15,8,high,stripes,feet,W,E,F,C,30,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,4,16,5,high,stripes,feet,W,E,F,C,30,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
