feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,8,high,feet,stripes,F,C,W,E,91,8_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
C,W,W_C.png,training,1,2,5,low,feet,stripes,F,C,W,E,91,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
F,E,E_F.png,training,1,3,7,high,feet,stripes,F,C,W,E,91,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
C,E,E_C.png,training,1,4,4,low,feet,stripes,F,C,W,E,91,4_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
C,E,E_C.png,training,2,5,1,low,feet,stripes,F,C,W,E,91,1_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
F,E,E_F.png,training,2,6,5,high,feet,stripes,F,C,W,E,91,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
C,W,W_C.png,training,2,7,2,low,feet,stripes,F,C,W,E,91,2_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
F,W,W_F.png,training,2,8,8,high,feet,stripes,F,C,W,E,91,8_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
F,E,E_F.png,training,3,9,3,high,feet,stripes,F,C,W,E,91,3_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
C,E,E_C.png,training,3,10,7,low,feet,stripes,F,C,W,E,91,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
F,W,W_F.png,training,3,11,8,high,feet,stripes,F,C,W,E,91,8_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
C,W,W_C.png,training,3,12,7,low,feet,stripes,F,C,W,E,91,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
C,W,W_C.png,training,4,13,3,low,feet,stripes,F,C,W,E,91,3_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
F,E,E_F.png,training,4,14,5,high,feet,stripes,F,C,W,E,91,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
C,E,E_C.png,training,4,15,5,low,feet,stripes,F,C,W,E,91,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
F,W,W_F.png,training,4,16,7,high,feet,stripes,F,C,W,E,91,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","low,high,high,low"
