feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,E,E_C.png,training,1,1,4,low,stripes,feet,W,E,C,F,142,4_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
C,W,W_C.png,training,1,2,10,high,stripes,feet,W,E,C,F,142,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,E,E_F.png,training,1,3,2,low,stripes,feet,W,E,C,F,142,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,W,W_F.png,training,1,4,10,high,stripes,feet,W,E,C,F,142,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
C,W,W_C.png,training,2,5,10,high,stripes,feet,W,E,C,F,142,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,E,E_F.png,training,2,6,1,low,stripes,feet,W,E,C,F,142,1_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
C,E,E_C.png,training,2,7,6,low,stripes,feet,W,E,C,F,142,6_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,W,W_F.png,training,2,8,7,high,stripes,feet,W,E,C,F,142,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,W,W_F.png,training,3,9,7,high,stripes,feet,W,E,C,F,142,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
C,W,W_C.png,training,3,10,9,high,stripes,feet,W,E,C,F,142,9_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,E,E_F.png,training,3,11,2,low,stripes,feet,W,E,C,F,142,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
C,E,E_C.png,training,3,12,1,low,stripes,feet,W,E,C,F,142,1_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,W,W_F.png,training,4,13,7,high,stripes,feet,W,E,C,F,142,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,E,E_F.png,training,4,14,2,low,stripes,feet,W,E,C,F,142,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
C,W,W_C.png,training,4,15,6,high,stripes,feet,W,E,C,F,142,6_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
C,E,E_C.png,training,4,16,2,low,stripes,feet,W,E,C,F,142,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
