feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
C,W,W_C.png,training,1,1,10,high,feet,stripes,C,F,W,E,189,10_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
C,E,E_C.png,training,1,2,7,high,feet,stripes,C,F,W,E,189,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,E,E_F.png,training,1,3,6,low,feet,stripes,C,F,W,E,189,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,W,W_F.png,training,1,4,4,low,feet,stripes,C,F,W,E,189,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
C,E,E_C.png,training,2,5,3,high,feet,stripes,C,F,W,E,189,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
C,W,W_C.png,training,2,6,6,high,feet,stripes,C,F,W,E,189,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,W,W_F.png,training,2,7,5,low,feet,stripes,C,F,W,E,189,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,E,E_F.png,training,2,8,5,low,feet,stripes,C,F,W,E,189,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,E,E_F.png,training,3,9,2,low,feet,stripes,C,F,W,E,189,2_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
C,E,E_C.png,training,3,10,6,high,feet,stripes,C,F,W,E,189,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
C,W,W_C.png,training,3,11,9,high,feet,stripes,C,F,W,E,189,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,W,W_F.png,training,3,12,4,low,feet,stripes,C,F,W,E,189,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,E,E_F.png,training,4,13,3,low,feet,stripes,C,F,W,E,189,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,W,W_F.png,training,4,14,6,low,feet,stripes,C,F,W,E,189,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
C,E,E_C.png,training,4,15,8,high,feet,stripes,C,F,W,E,189,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
C,W,W_C.png,training,4,16,8,high,feet,stripes,C,F,W,E,189,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
