feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,1,low,stripes,feet,E,W,C,F,60,1_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,W,W_C.png,training,1,2,4,low,stripes,feet,E,W,C,F,60,4_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,E,E_C.png,training,1,3,10,high,stripes,feet,E,W,C,F,60,10_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
F,E,E_F.png,training,1,4,8,high,stripes,feet,E,W,C,F,60,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,W,W_C.png,training,2,5,6,low,stripes,feet,E,W,C,F,60,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,E,E_C.png,training,2,6,6,high,stripes,feet,E,W,C,F,60,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
F,W,W_F.png,training,2,7,6,low,stripes,feet,E,W,C,F,60,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
F,E,E_F.png,training,2,8,6,high,stripes,feet,E,W,C,F,60,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,W,W_C.png,training,3,9,1,low,stripes,feet,E,W,C,F,60,1_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
F,W,W_F.png,training,3,10,3,low,stripes,feet,E,W,C,F,60,3_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,E,E_C.png,training,3,11,6,high,stripes,feet,E,W,C,F,60,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
F,E,E_F.png,training,3,12,7,high,stripes,feet,E,W,C,F,60,7_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,E,E_C.png,training,4,13,9,high,stripes,feet,E,W,C,F,60,9_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
F,W,W_F.png,training,4,14,1,low,stripes,feet,E,W,C,F,60,1_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
F,E,E_F.png,training,4,15,8,high,stripes,feet,E,W,C,F,60,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,W,W_C.png,training,4,16,4,low,stripes,feet,E,W,C,F,60,4_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
