feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,E,E_C.png,training,1,1,8,high,stripes,feet,E,W,C,F,20,8_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
F,E,E_F.png,training,1,2,9,high,stripes,feet,E,W,C,F,20,9_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
C,W,W_C.png,training,1,3,5,low,stripes,feet,E,W,C,F,20,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
F,W,W_F.png,training,1,4,3,low,stripes,feet,E,W,C,F,20,3_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
F,E,E_F.png,training,2,5,9,high,stripes,feet,E,W,C,F,20,9_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
C,E,E_C.png,training,2,6,4,high,stripes,feet,E,W,C,F,20,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
C,W,W_C.png,training,2,7,8,low,stripes,feet,E,W,C,F,20,8_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
F,W,W_F.png,training,2,8,1,low,stripes,feet,E,W,C,F,20,1_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
C,W,W_C.png,training,3,9,5,low,stripes,feet,E,W,C,F,20,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
F,E,E_F.png,training,3,10,7,high,stripes,feet,E,W,C,F,20,7_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
F,W,W_F.png,training,3,11,6,low,stripes,feet,E,W,C,F,20,6_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
C,E,E_C.png,training,3,12,7,high,stripes,feet,E,W,C,F,20,7_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
F,E,E_F.png,training,4,13,3,high,stripes,feet,E,W,C,F,20,3_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
C,E,E_C.png,training,4,14,7,high,stripes,feet,E,W,C,F,20,7_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
C,W,W_C.png,training,4,15,2,low,stripes,feet,E,W,C,F,20,2_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
F,W,W_F.png,training,4,16,3,low,stripes,feet,E,W,C,F,20,3_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","low,high,high,low"
