feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
F,E,E_F.png,training,1,1,7,high,feet,stripes,F,C,E,W,231,7_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
C,W,W_C.png,training,1,2,1,low,feet,stripes,F,C,E,W,231,1_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
C,E,E_C.png,training,1,3,3,low,feet,stripes,F,C,E,W,231,3_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
F,W,W_F.png,training,1,4,7,high,feet,stripes,F,C,E,W,231,7_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
F,W,W_F.png,training,2,5,6,high,feet,stripes,F,C,E,W,231,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
C,E,E_C.png,training,2,6,1,low,feet,stripes,F,C,E,W,231,1_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
C,W,W_C.png,training,2,7,1,low,feet,stripes,F,C,E,W,231,1_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
F,E,E_F.png,training,2,8,5,high,feet,stripes,F,C,E,W,231,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
F,E,E_F.png,training,3,9,8,high,feet,stripes,F,C,E,W,231,8_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
F,W,W_F.png,training,3,10,7,high,feet,stripes,F,C,E,W,231,7_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
C,E,E_C.png,training,3,11,7,low,feet,stripes,F,C,E,W,231,7_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
C,W,W_C.png,training,3,12,2,low,feet,stripes,F,C,E,W,231,2_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
C,E,E_C.png,training,4,13,2,low,feet,stripes,F,C,E,W,231,2_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
C,W,W_C.png,training,4,14,4,low,feet,stripes,F,C,E,W,231,4_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
F,E,E_F.png,training,4,15,6,high,feet,stripes,F,C,E,W,231,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
F,W,W_F.png,training,4,16,6,high,feet,stripes,F,C,E,W,231,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","high,low,low,high"
