feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,2,low,stripes,feet,E,W,F,C,180,2_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
C,W,W_C.png,training,1,2,4,low,stripes,feet,E,W,F,C,180,4_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
F,E,E_F.png,training,1,3,10,high,stripes,feet,E,W,F,C,180,10_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
C,E,E_C.png,training,1,4,5,high,stripes,feet,E,W,F,C,180,5_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
F,W,W_F.png,training,2,5,3,low,stripes,feet,E,W,F,C,180,3_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
C,E,E_C.png,training,2,6,6,high,stripes,feet,E,W,F,C,180,6_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
F,E,E_F.png,training,2,7,8,high,stripes,feet,E,W,F,C,180,8_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
C,W,W_C.png,training,2,8,3,low,stripes,feet,E,W,F,C,180,3_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
C,E,E_C.png,training,3,9,8,high,stripes,feet,E,W,F,C,180,8_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
F,E,E_F.png,training,3,10,8,high,stripes,feet,E,W,F,C,180,8_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
C,W,W_C.png,training,3,11,3,low,stripes,feet,E,W,F,C,180,3_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
F,W,W_F.png,training,3,12,5,low,stripes,feet,E,W,F,C,180,5_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
F,E,E_F.png,training,4,13,7,high,stripes,feet,E,W,F,C,180,7_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
C,W,W_C.png,training,4,14,3,low,stripes,feet,E,W,F,C,180,3_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
C,E,E_C.png,training,4,15,9,high,stripes,feet,E,W,F,C,180,9_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
F,W,W_F.png,training,4,16,4,low,stripes,feet,E,W,F,C,180,4_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/W_C.png,Resources/E_C.png","low,high,low,high"
