feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
C,E,E_C.png,training,1,1,9,high,feet,stripes,C,F,E,W,49,9_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
F,W,W_F.png,training,1,2,3,low,feet,stripes,C,F,E,W,49,3_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
C,W,W_C.png,training,1,3,8,high,feet,stripes,C,F,E,W,49,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
F,E,E_F.png,training,1,4,2,low,feet,stripes,C,F,E,W,49,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
C,E,E_C.png,training,2,5,9,high,feet,stripes,C,F,E,W,49,9_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
F,E,E_F.png,training,2,6,6,low,feet,stripes,C,F,E,W,49,6_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
F,W,W_F.png,training,2,7,4,low,feet,stripes,C,F,E,W,49,4_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
C,W,W_C.png,training,2,8,8,high,feet,stripes,C,F,E,W,49,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
C,E,E_C.png,training,3,9,10,high,feet,stripes,C,F,E,W,49,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
F,E,E_F.png,training,3,10,7,low,feet,stripes,C,F,E,W,49,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
F,W,W_F.png,training,3,11,5,low,feet,stripes,C,F,E,W,49,5_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
C,W,W_C.png,training,3,12,8,high,feet,stripes,C,F,E,W,49,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
F,W,W_F.png,training,4,13,4,low,feet,stripes,C,F,E,W,49,4_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
F,E,E_F.png,training,4,14,5,low,feet,stripes,C,F,E,W,49,5_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
C,W,W_C.png,training,4,15,7,high,feet,stripes,C,F,E,W,49,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
C,E,E_C.png,training,4,16,3,high,feet,stripes,C,F,E,W,49,3_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,high,low,high"
