feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,E,E_F.png,training,1,1,3,low,stripes,feet,W,E,C,F,38,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,1,2,8,high,stripes,feet,W,E,C,F,38,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,1,3,8,high,stripes,feet,W,E,C,F,38,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,1,4,3,low,stripes,feet,W,E,C,F,38,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,2,5,9,high,stripes,feet,W,E,C,F,38,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,2,6,3,low,stripes,feet,W,E,C,F,38,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,2,7,3,low,stripes,feet,W,E,C,F,38,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,2,8,7,high,stripes,feet,W,E,C,F,38,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,3,9,3,low,stripes,feet,W,E,C,F,38,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,3,10,10,high,stripes,feet,W,E,C,F,38,10_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,3,11,8,high,stripes,feet,W,E,C,F,38,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,3,12,4,low,stripes,feet,W,E,C,F,38,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,4,13,7,low,stripes,feet,W,E,C,F,38,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,4,14,6,high,stripes,feet,W,E,C,F,38,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,4,15,4,high,stripes,feet,W,E,C,F,38,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,4,16,7,low,stripes,feet,W,E,C,F,38,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
