feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
C,E,E_C.png,training,1,1,4,low,feet,stripes,F,C,E,W,159,4_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
C,W,W_C.png,training,1,2,1,low,feet,stripes,F,C,E,W,159,1_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
F,E,E_F.png,training,1,3,7,high,feet,stripes,F,C,E,W,159,7_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
F,W,W_F.png,training,1,4,6,high,feet,stripes,F,C,E,W,159,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
C,W,W_C.png,training,2,5,3,low,feet,stripes,F,C,E,W,159,3_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
F,W,W_F.png,training,2,6,9,high,feet,stripes,F,C,E,W,159,9_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
F,E,E_F.png,training,2,7,10,high,feet,stripes,F,C,E,W,159,10_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
C,E,E_C.png,training,2,8,1,low,feet,stripes,F,C,E,W,159,1_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
F,W,W_F.png,training,3,9,6,high,feet,stripes,F,C,E,W,159,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
C,W,W_C.png,training,3,10,2,low,feet,stripes,F,C,E,W,159,2_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
C,E,E_C.png,training,3,11,4,low,feet,stripes,F,C,E,W,159,4_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
F,E,E_F.png,training,3,12,7,high,feet,stripes,F,C,E,W,159,7_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
F,E,E_F.png,training,4,13,9,high,feet,stripes,F,C,E,W,159,9_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
C,E,E_C.png,training,4,14,1,low,feet,stripes,F,C,E,W,159,1_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
C,W,W_C.png,training,4,15,2,low,feet,stripes,F,C,E,W,159,2_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
F,W,W_F.png,training,4,16,8,high,feet,stripes,F,C,E,W,159,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","high,low,high,low"
