feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,3,high,stripes,feet,W,E,C,F,150,3_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
C,E,E_C.png,training,1,2,5,low,stripes,feet,W,E,C,F,150,5_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
F,E,E_F.png,training,1,3,8,low,stripes,feet,W,E,C,F,150,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
C,W,W_C.png,training,1,4,10,high,stripes,feet,W,E,C,F,150,10_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
F,E,E_F.png,training,2,5,5,low,stripes,feet,W,E,C,F,150,5_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
C,E,E_C.png,training,2,6,4,low,stripes,feet,W,E,C,F,150,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
C,W,W_C.png,training,2,7,7,high,stripes,feet,W,E,C,F,150,7_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
F,W,W_F.png,training,2,8,6,high,stripes,feet,W,E,C,F,150,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
F,E,E_F.png,training,3,9,7,low,stripes,feet,W,E,C,F,150,7_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
F,W,W_F.png,training,3,10,7,high,stripes,feet,W,E,C,F,150,7_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
C,W,W_C.png,training,3,11,10,high,stripes,feet,W,E,C,F,150,10_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
C,E,E_C.png,training,3,12,3,low,stripes,feet,W,E,C,F,150,3_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
C,W,W_C.png,training,4,13,8,high,stripes,feet,W,E,C,F,150,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
C,E,E_C.png,training,4,14,2,low,stripes,feet,W,E,C,F,150,2_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
F,E,E_F.png,training,4,15,1,low,stripes,feet,W,E,C,F,150,1_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
F,W,W_F.png,training,4,16,7,high,stripes,feet,W,E,C,F,150,7_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","low,high,low,high"
