feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,8,high,stripes,feet,W,E,F,C,22,8_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,W,W_C.png,training,1,2,5,high,stripes,feet,W,E,F,C,22,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,E,E_F.png,training,1,3,3,low,stripes,feet,W,E,F,C,22,3_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,E,E_C.png,training,1,4,6,low,stripes,feet,W,E,F,C,22,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,W,W_F.png,training,2,5,6,high,stripes,feet,W,E,F,C,22,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,W,W_C.png,training,2,6,10,high,stripes,feet,W,E,F,C,22,10_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,E,E_C.png,training,2,7,2,low,stripes,feet,W,E,F,C,22,2_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,E,E_F.png,training,2,8,5,low,stripes,feet,W,E,F,C,22,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,E,E_F.png,training,3,9,2,low,stripes,feet,W,E,F,C,22,2_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,W,W_F.png,training,3,10,10,high,stripes,feet,W,E,F,C,22,10_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,E,E_C.png,training,3,11,1,low,stripes,feet,W,E,F,C,22,1_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,W,W_C.png,training,3,12,6,high,stripes,feet,W,E,F,C,22,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,W,W_C.png,training,4,13,5,high,stripes,feet,W,E,F,C,22,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,W,W_F.png,training,4,14,8,high,stripes,feet,W,E,F,C,22,8_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,E,E_C.png,training,4,15,2,low,stripes,feet,W,E,F,C,22,2_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,E,E_F.png,training,4,16,5,low,stripes,feet,W,E,F,C,22,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
