feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
C,W,W_C.png,training,1,1,7,high,feet,stripes,C,F,E,W,249,7_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
C,E,E_C.png,training,1,2,10,high,feet,stripes,C,F,E,W,249,10_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
F,W,W_F.png,training,1,3,6,low,feet,stripes,C,F,E,W,249,6_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
F,E,E_F.png,training,1,4,2,low,feet,stripes,C,F,E,W,249,2_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
C,E,E_C.png,training,2,5,8,high,feet,stripes,C,F,E,W,249,8_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
C,W,W_C.png,training,2,6,9,high,feet,stripes,C,F,E,W,249,9_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
F,E,E_F.png,training,2,7,5,low,feet,stripes,C,F,E,W,249,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
F,W,W_F.png,training,2,8,2,low,feet,stripes,C,F,E,W,249,2_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
C,W,W_C.png,training,3,9,5,high,feet,stripes,C,F,E,W,249,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
F,W,W_F.png,training,3,10,7,low,feet,stripes,C,F,E,W,249,7_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
F,E,E_F.png,training,3,11,6,low,feet,stripes,C,F,E,W,249,6_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
C,E,E_C.png,training,3,12,9,high,feet,stripes,C,F,E,W,249,9_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
F,W,W_F.png,training,4,13,1,low,feet,stripes,C,F,E,W,249,1_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
F,E,E_F.png,training,4,14,3,low,feet,stripes,C,F,E,W,249,3_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
C,E,E_C.png,training,4,15,8,high,feet,stripes,C,F,E,W,249,8_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
C,W,W_C.png,training,4,16,6,high,feet,stripes,C,F,E,W,249,6_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","high,low,low,high"
