feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
C,W,W_C.png,training,1,1,10,high,feet,stripes,C,F,W,E,181,10_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
F,E,E_F.png,training,1,2,4,low,feet,stripes,C,F,W,E,181,4_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
C,E,E_C.png,training,1,3,6,high,feet,stripes,C,F,W,E,181,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
F,W,W_F.png,training,1,4,6,low,feet,stripes,C,F,W,E,181,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
F,W,W_F.png,training,2,5,5,low,feet,stripes,C,F,W,E,181,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
F,E,E_F.png,training,2,6,1,low,feet,stripes,C,F,W,E,181,1_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
C,E,E_C.png,training,2,7,8,high,feet,stripes,C,F,W,E,181,8_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
C,W,W_C.png,training,2,8,9,high,feet,stripes,C,F,W,E,181,9_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
C,E,E_C.png,training,3,9,5,high,feet,stripes,C,F,W,E,181,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
F,W,W_F.png,training,3,10,5,low,feet,stripes,C,F,W,E,181,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
F,E,E_F.png,training,3,11,3,low,feet,stripes,C,F,W,E,181,3_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
C,W,W_C.png,training,3,12,7,high,feet,stripes,C,F,W,E,181,7_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
C,W,W_C.png,training,4,13,5,high,feet,stripes,C,F,W,E,181,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
C,E,E_C.png,training,4,14,6,high,feet,stripes,C,F,W,E,181,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
F,W,W_F.png,training,4,15,5,low,feet,stripes,C,F,W,E,181,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
F,E,E_F.png,training,4,16,1,low,feet,stripes,C,F,W,E,181,1_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_C.png,Resources/E_F.png","low,high,high,low"
