feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,W,W_C.png,training,1,1,8,high,stripes,feet,W,E,F,C,70,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,E,E_F.png,training,1,2,6,low,stripes,feet,W,E,F,C,70,6_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
C,E,E_C.png,training,1,3,2,low,stripes,feet,W,E,F,C,70,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,W,W_F.png,training,1,4,8,high,stripes,feet,W,E,F,C,70,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,W,W_F.png,training,2,5,8,high,stripes,feet,W,E,F,C,70,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
C,W,W_C.png,training,2,6,8,high,stripes,feet,W,E,F,C,70,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,E,E_F.png,training,2,7,1,low,stripes,feet,W,E,F,C,70,1_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
C,E,E_C.png,training,2,8,5,low,stripes,feet,W,E,F,C,70,5_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,E,E_F.png,training,3,9,8,low,stripes,feet,W,E,F,C,70,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
C,W,W_C.png,training,3,10,1,high,stripes,feet,W,E,F,C,70,1_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
C,E,E_C.png,training,3,11,1,low,stripes,feet,W,E,F,C,70,1_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,W,W_F.png,training,3,12,10,high,stripes,feet,W,E,F,C,70,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
C,E,E_C.png,training,4,13,3,low,stripes,feet,W,E,F,C,70,3_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
C,W,W_C.png,training,4,14,10,high,stripes,feet,W,E,F,C,70,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,W,W_F.png,training,4,15,9,high,stripes,feet,W,E,F,C,70,9_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
F,E,E_F.png,training,4,16,4,low,stripes,feet,W,E,F,C,70,4_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_F.png,Resources/W_C.png","low,low,high,high"
