feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,2,low,stripes,feet,E,W,C,F,52,2_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
F,E,E_F.png,training,1,2,8,high,stripes,feet,E,W,C,F,52,8_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
C,E,E_C.png,training,1,3,9,high,stripes,feet,E,W,C,F,52,9_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
C,W,W_C.png,training,1,4,9,low,stripes,feet,E,W,C,F,52,9_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
C,W,W_C.png,training,2,5,3,low,stripes,feet,E,W,C,F,52,3_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
F,W,W_F.png,training,2,6,2,low,stripes,feet,E,W,C,F,52,2_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
C,E,E_C.png,training,2,7,5,high,stripes,feet,E,W,C,F,52,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
F,E,E_F.png,training,2,8,8,high,stripes,feet,E,W,C,F,52,8_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
F,W,W_F.png,training,3,9,7,low,stripes,feet,E,W,C,F,52,7_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
F,E,E_F.png,training,3,10,6,high,stripes,feet,E,W,C,F,52,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
C,E,E_C.png,training,3,11,9,high,stripes,feet,E,W,C,F,52,9_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
C,W,W_C.png,training,3,12,4,low,stripes,feet,E,W,C,F,52,4_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
C,E,E_C.png,training,4,13,8,high,stripes,feet,E,W,C,F,52,8_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
C,W,W_C.png,training,4,14,5,low,stripes,feet,E,W,C,F,52,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
F,E,E_F.png,training,4,15,9,high,stripes,feet,E,W,C,F,52,9_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
F,W,W_F.png,training,4,16,5,low,stripes,feet,E,W,C,F,52,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,low,high,high"
