feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,3,low,feet,stripes,C,F,E,W,193,3_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
F,E,E_F.png,training,1,2,5,low,feet,stripes,C,F,E,W,193,5_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
C,W,W_C.png,training,1,3,8,high,feet,stripes,C,F,E,W,193,8_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
C,E,E_C.png,training,1,4,10,high,feet,stripes,C,F,E,W,193,10_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
F,W,W_F.png,training,2,5,2,low,feet,stripes,C,F,E,W,193,2_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
F,E,E_F.png,training,2,6,4,low,feet,stripes,C,F,E,W,193,4_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
C,E,E_C.png,training,2,7,9,high,feet,stripes,C,F,E,W,193,9_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
C,W,W_C.png,training,2,8,8,high,feet,stripes,C,F,E,W,193,8_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
C,E,E_C.png,training,3,9,8,high,feet,stripes,C,F,E,W,193,8_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
F,W,W_F.png,training,3,10,5,low,feet,stripes,C,F,E,W,193,5_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
C,W,W_C.png,training,3,11,7,high,feet,stripes,C,F,E,W,193,7_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
F,E,E_F.png,training,3,12,3,low,feet,stripes,C,F,E,W,193,3_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
C,W,W_C.png,training,4,13,7,high,feet,stripes,C,F,E,W,193,7_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
F,E,E_F.png,training,4,14,6,low,feet,stripes,C,F,E,W,193,6_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
C,E,E_C.png,training,4,15,5,high,feet,stripes,C,F,E,W,193,5_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
F,W,W_F.png,training,4,16,1,low,feet,stripes,C,F,E,W,193,1_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/W_C.png,Resources/E_F.png","high,low,high,low"
