feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,4,low,feet,stripes,C,F,E,W,113,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,E,E_C.png,training,1,2,9,high,feet,stripes,C,F,E,W,113,9_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
F,E,E_F.png,training,1,3,5,low,feet,stripes,C,F,E,W,113,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,W,W_C.png,training,1,4,6,high,feet,stripes,C,F,E,W,113,6_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
F,E,E_F.png,training,2,5,3,low,feet,stripes,C,F,E,W,113,3_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,E,E_C.png,training,2,6,7,high,feet,stripes,C,F,E,W,113,7_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
F,W,W_F.png,training,2,7,2,low,feet,stripes,C,F,E,W,113,2_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,W,W_C.png,training,2,8,7,high,feet,stripes,C,F,E,W,113,7_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,W,W_C.png,training,3,9,10,high,feet,stripes,C,F,E,W,113,10_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
F,W,W_F.png,training,3,10,4,low,feet,stripes,C,F,E,W,113,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,E,E_C.png,training,3,11,6,high,feet,stripes,C,F,E,W,113,6_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
F,E,E_F.png,training,3,12,3,low,feet,stripes,C,F,E,W,113,3_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,E,E_C.png,training,4,13,10,high,feet,stripes,C,F,E,W,113,10_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
F,W,W_F.png,training,4,14,1,low,feet,stripes,C,F,E,W,113,1_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
F,E,E_F.png,training,4,15,6,low,feet,stripes,C,F,E,W,113,6_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
C,W,W_C.png,training,4,16,6,high,feet,stripes,C,F,E,W,113,6_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/E_C.png,Resources/W_F.png","high,low,high,low"
