feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,10,high,stripes,feet,W,E,F,C,294,10_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
C,E,E_C.png,training,1,2,3,low,stripes,feet,W,E,F,C,294,3_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
F,E,E_F.png,training,1,3,4,low,stripes,feet,W,E,F,C,294,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
C,W,W_C.png,training,1,4,8,high,stripes,feet,W,E,F,C,294,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
C,E,E_C.png,training,2,5,1,low,stripes,feet,W,E,F,C,294,1_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
F,W,W_F.png,training,2,6,4,high,stripes,feet,W,E,F,C,294,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
C,W,W_C.png,training,2,7,8,high,stripes,feet,W,E,F,C,294,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
F,E,E_F.png,training,2,8,8,low,stripes,feet,W,E,F,C,294,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
F,E,E_F.png,training,3,9,7,low,stripes,feet,W,E,F,C,294,7_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
C,E,E_C.png,training,3,10,3,low,stripes,feet,W,E,F,C,294,3_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
C,W,W_C.png,training,3,11,5,high,stripes,feet,W,E,F,C,294,5_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
F,W,W_F.png,training,3,12,8,high,stripes,feet,W,E,F,C,294,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
C,W,W_C.png,training,4,13,6,high,stripes,feet,W,E,F,C,294,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
F,E,E_F.png,training,4,14,2,low,stripes,feet,W,E,F,C,294,2_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
F,W,W_F.png,training,4,15,10,high,stripes,feet,W,E,F,C,294,10_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
C,E,E_C.png,training,4,16,1,low,stripes,feet,W,E,F,C,294,1_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,high,high,low"
