feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
C,E,E_C.png,training,1,1,7,high,feet,stripes,C,F,W,E,149,7_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
F,W,W_F.png,training,1,2,1,low,feet,stripes,C,F,W,E,149,1_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
C,W,W_C.png,training,1,3,10,high,feet,stripes,C,F,W,E,149,10_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
F,E,E_F.png,training,1,4,3,low,feet,stripes,C,F,W,E,149,3_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
F,E,E_F.png,training,2,5,2,low,feet,stripes,C,F,W,E,149,2_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
C,E,E_C.png,training,2,6,10,high,feet,stripes,C,F,W,E,149,10_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
C,W,W_C.png,training,2,7,6,high,feet,stripes,C,F,W,E,149,6_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
F,W,W_F.png,training,2,8,4,low,feet,stripes,C,F,W,E,149,4_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
F,W,W_F.png,training,3,9,6,low,feet,stripes,C,F,W,E,149,6_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
F,E,E_F.png,training,3,10,1,low,feet,stripes,C,F,W,E,149,1_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
C,E,E_C.png,training,3,11,7,high,feet,stripes,C,F,W,E,149,7_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
C,W,W_C.png,training,3,12,7,high,feet,stripes,C,F,W,E,149,7_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
F,W,W_F.png,training,4,13,7,low,feet,stripes,C,F,W,E,149,7_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
C,E,E_C.png,training,4,14,8,high,feet,stripes,C,F,W,E,149,8_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
C,W,W_C.png,training,4,15,5,high,feet,stripes,C,F,W,E,149,5_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
F,E,E_F.png,training,4,16,4,low,feet,stripes,C,F,W,E,149,4_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_F.png,Resources/W_C.png","high,low,low,high"
