feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,E,E_C.png,training,1,1,2,low,stripes,feet,W,E,C,F,262,2_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,1,2,1,low,stripes,feet,W,E,C,F,262,1_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,1,3,7,high,stripes,feet,W,E,C,F,262,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,1,4,8,high,stripes,feet,W,E,C,F,262,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,2,5,10,high,stripes,feet,W,E,C,F,262,10_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,2,6,2,low,stripes,feet,W,E,C,F,262,2_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,2,7,1,low,stripes,feet,W,E,C,F,262,1_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,2,8,7,high,stripes,feet,W,E,C,F,262,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,3,9,3,low,stripes,feet,W,E,C,F,262,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,3,10,10,high,stripes,feet,W,E,C,F,262,10_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,3,11,7,high,stripes,feet,W,E,C,F,262,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,3,12,6,low,stripes,feet,W,E,C,F,262,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,4,13,2,high,stripes,feet,W,E,C,F,262,2_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,4,14,7,high,stripes,feet,W,E,C,F,262,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,4,15,5,low,stripes,feet,W,E,C,F,262,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,4,16,2,low,stripes,feet,W,E,C,F,262,2_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,low,low,high"
