feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,E,E_F.png,training,1,1,4,low,stripes,feet,W,E,F,C,230,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
F,W,W_F.png,training,1,2,9,high,stripes,feet,W,E,F,C,230,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
C,W,W_C.png,training,1,3,7,high,stripes,feet,W,E,F,C,230,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
C,E,E_C.png,training,1,4,5,low,stripes,feet,W,E,F,C,230,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
F,W,W_F.png,training,2,5,5,high,stripes,feet,W,E,F,C,230,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
F,E,E_F.png,training,2,6,2,low,stripes,feet,W,E,F,C,230,2_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
C,W,W_C.png,training,2,7,6,high,stripes,feet,W,E,F,C,230,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
C,E,E_C.png,training,2,8,2,low,stripes,feet,W,E,F,C,230,2_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
C,W,W_C.png,training,3,9,5,high,stripes,feet,W,E,F,C,230,5_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
C,E,E_C.png,training,3,10,1,low,stripes,feet,W,E,F,C,230,1_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
F,W,W_F.png,training,3,11,10,high,stripes,feet,W,E,F,C,230,10_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
F,E,E_F.png,training,3,12,3,low,stripes,feet,W,E,F,C,230,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
F,W,W_F.png,training,4,13,6,high,stripes,feet,W,E,F,C,230,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
C,E,E_C.png,training,4,14,4,low,stripes,feet,W,E,F,C,230,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
F,E,E_F.png,training,4,15,8,low,stripes,feet,W,E,F,C,230,8_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
C,W,W_C.png,training,4,16,10,high,stripes,feet,W,E,F,C,230,10_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/W_F.png,Resources/E_F.png","high,low,high,low"
