feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
C,W,W_C.png,training,1,1,1,low,feet,stripes,F,C,E,W,279,1_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
C,E,E_C.png,training,1,2,6,low,feet,stripes,F,C,E,W,279,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
F,W,W_F.png,training,1,3,10,high,feet,stripes,F,C,E,W,279,10_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
F,E,E_F.png,training,1,4,7,high,feet,stripes,F,C,E,W,279,7_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
F,W,W_F.png,training,2,5,7,high,feet,stripes,F,C,E,W,279,7_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
C,W,W_C.png,training,2,6,2,low,feet,stripes,F,C,E,W,279,2_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
F,E,E_F.png,training,2,7,7,high,feet,stripes,F,C,E,W,279,7_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
C,E,E_C.png,training,2,8,4,low,feet,stripes,F,C,E,W,279,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
F,W,W_F.png,training,3,9,8,high,feet,stripes,F,C,E,W,279,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
C,W,W_C.png,training,3,10,1,low,feet,stripes,F,C,E,W,279,1_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
C,E,E_C.png,training,3,11,1,low,feet,stripes,F,C,E,W,279,1_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
F,E,E_F.png,training,3,12,10,high,feet,stripes,F,C,E,W,279,10_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
F,W,W_F.png,training,4,13,8,high,feet,stripes,F,C,E,W,279,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
C,W,W_C.png,training,4,14,4,low,feet,stripes,F,C,E,W,279,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
F,E,E_F.png,training,4,15,9,high,feet,stripes,F,C,E,W,279,9_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
C,E,E_C.png,training,4,16,6,low,feet,stripes,F,C,E,W,279,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/E_C.png,Resources/W_C.png","high,high,low,low"
