feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
C,W,W_C.png,training,1,1,3,low,feet,stripes,F,C,E,W,187,3_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
F,E,E_F.png,training,1,2,4,high,feet,stripes,F,C,E,W,187,4_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
C,E,E_C.png,training,1,3,5,low,feet,stripes,F,C,E,W,187,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
F,W,W_F.png,training,1,4,8,high,feet,stripes,F,C,E,W,187,8_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
F,W,W_F.png,training,2,5,7,high,feet,stripes,F,C,E,W,187,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
C,W,W_C.png,training,2,6,1,low,feet,stripes,F,C,E,W,187,1_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
C,E,E_C.png,training,2,7,5,low,feet,stripes,F,C,E,W,187,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
F,E,E_F.png,training,2,8,5,high,feet,stripes,F,C,E,W,187,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
C,E,E_C.png,training,3,9,6,low,feet,stripes,F,C,E,W,187,6_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
F,W,W_F.png,training,3,10,7,high,feet,stripes,F,C,E,W,187,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
F,E,E_F.png,training,3,11,8,high,feet,stripes,F,C,E,W,187,8_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
C,W,W_C.png,training,3,12,4,low,feet,stripes,F,C,E,W,187,4_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
F,W,W_F.png,training,4,13,6,high,feet,stripes,F,C,E,W,187,6_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
C,W,W_C.png,training,4,14,3,low,feet,stripes,F,C,E,W,187,3_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
C,E,E_C.png,training,4,15,6,low,feet,stripes,F,C,E,W,187,6_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
F,E,E_F.png,training,4,16,9,high,feet,stripes,F,C,E,W,187,9_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,high,low,high"
