feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,4,low,stripes,feet,E,W,F,C,48,4_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
C,E,E_C.png,training,1,2,7,high,stripes,feet,E,W,F,C,48,7_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
F,E,E_F.png,training,1,3,2,high,stripes,feet,E,W,F,C,48,2_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
C,W,W_C.png,training,1,4,3,low,stripes,feet,E,W,F,C,48,3_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
F,E,E_F.png,training,2,5,8,high,stripes,feet,E,W,F,C,48,8_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
F,W,W_F.png,training,2,6,3,low,stripes,feet,E,W,F,C,48,3_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
C,W,W_C.png,training,2,7,3,low,stripes,feet,E,W,F,C,48,3_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
C,E,E_C.png,training,2,8,5,high,stripes,feet,E,W,F,C,48,5_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
C,W,W_C.png,training,3,9,2,low,stripes,feet,E,W,F,C,48,2_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
C,E,E_C.png,training,3,10,6,high,stripes,feet,E,W,F,C,48,6_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
F,W,W_F.png,training,3,11,4,low,stripes,feet,E,W,F,C,48,4_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
F,E,E_F.png,training,3,12,10,high,stripes,feet,E,W,F,C,48,10_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
C,E,E_C.png,training,4,13,5,high,stripes,feet,E,W,F,C,48,5_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
F,E,E_F.png,training,4,14,5,high,stripes,feet,E,W,F,C,48,5_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
F,W,W_F.png,training,4,15,4,low,stripes,feet,E,W,F,C,48,4_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
C,W,W_C.png,training,4,16,4,low,stripes,feet,E,W,F,C,48,4_score.png,"Resources/E_C.png,Resources/W_F.png,Resources/E_F.png,Resources/W_C.png","high,low,high,low"
