feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
F,E,E_F.png,training,1,1,4,low,feet,stripes,C,F,E,W,33,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
F,W,W_F.png,training,1,2,3,low,feet,stripes,C,F,E,W,33,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
C,W,W_C.png,training,1,3,6,high,feet,stripes,C,F,E,W,33,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
C,E,E_C.png,training,1,4,9,high,feet,stripes,C,F,E,W,33,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
F,E,E_F.png,training,2,5,2,low,feet,stripes,C,F,E,W,33,2_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
F,W,W_F.png,training,2,6,3,low,feet,stripes,C,F,E,W,33,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
C,E,E_C.png,training,2,7,9,high,feet,stripes,C,F,E,W,33,9_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
C,W,W_C.png,training,2,8,10,high,feet,stripes,C,F,E,W,33,10_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
C,W,W_C.png,training,3,9,6,high,feet,stripes,C,F,E,W,33,6_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
C,E,E_C.png,training,3,10,7,high,feet,stripes,C,F,E,W,33,7_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
F,W,W_F.png,training,3,11,3,low,feet,stripes,C,F,E,W,33,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
F,E,E_F.png,training,3,12,1,low,feet,stripes,C,F,E,W,33,1_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
F,E,E_F.png,training,4,13,4,low,feet,stripes,C,F,E,W,33,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
F,W,W_F.png,training,4,14,3,low,feet,stripes,C,F,E,W,33,3_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
C,E,E_C.png,training,4,15,10,high,feet,stripes,C,F,E,W,33,10_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
C,W,W_C.png,training,4,16,4,high,feet,stripes,C,F,E,W,33,4_score.png,"Resources/W_C.png,Resources/E_C.png,Resources/E_F.png,Resources/W_F.png","high,high,low,low"
