feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
C,W,W_C.png,training,1,1,8,low,feet,stripes,F,C,W,E,11,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,1,2,8,high,feet,stripes,F,C,W,E,11,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,1,3,7,high,feet,stripes,F,C,W,E,11,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,1,4,3,low,feet,stripes,F,C,W,E,11,3_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,2,5,8,high,feet,stripes,F,C,W,E,11,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,2,6,2,low,feet,stripes,F,C,W,E,11,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,2,7,5,low,feet,stripes,F,C,W,E,11,5_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,2,8,6,high,feet,stripes,F,C,W,E,11,6_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,3,9,3,high,feet,stripes,F,C,W,E,11,3_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,3,10,3,low,feet,stripes,F,C,W,E,11,3_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,3,11,5,low,feet,stripes,F,C,W,E,11,5_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,3,12,9,high,feet,stripes,F,C,W,E,11,9_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,4,13,7,low,feet,stripes,F,C,W,E,11,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,4,14,2,low,feet,stripes,F,C,W,E,11,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,4,15,8,high,feet,stripes,F,C,W,E,11,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,4,16,7,high,feet,stripes,F,C,W,E,11,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high"
