feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,7,high,feet,stripes,F,C,W,E,215,7_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
F,E,E_F.png,training,1,2,9,high,feet,stripes,F,C,W,E,215,9_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
C,W,W_C.png,training,1,3,4,low,feet,stripes,F,C,W,E,215,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
C,E,E_C.png,training,1,4,3,low,feet,stripes,F,C,W,E,215,3_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
C,E,E_C.png,training,2,5,4,low,feet,stripes,F,C,W,E,215,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
F,W,W_F.png,training,2,6,9,high,feet,stripes,F,C,W,E,215,9_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
F,E,E_F.png,training,2,7,4,high,feet,stripes,F,C,W,E,215,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
C,W,W_C.png,training,2,8,4,low,feet,stripes,F,C,W,E,215,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
C,E,E_C.png,training,3,9,7,low,feet,stripes,F,C,W,E,215,7_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
C,W,W_C.png,training,3,10,5,low,feet,stripes,F,C,W,E,215,5_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
F,E,E_F.png,training,3,11,6,high,feet,stripes,F,C,W,E,215,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
F,W,W_F.png,training,3,12,6,high,feet,stripes,F,C,W,E,215,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
C,W,W_C.png,training,4,13,1,low,feet,stripes,F,C,W,E,215,1_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
F,E,E_F.png,training,4,14,4,high,feet,stripes,F,C,W,E,215,4_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
F,W,W_F.png,training,4,15,10,high,feet,stripes,F,C,W,E,215,10_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
C,E,E_C.png,training,4,16,2,low,feet,stripes,F,C,W,E,215,2_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","high,high,low,low"
