feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
C,E,E_C.png,training,1,1,4,low,feet,stripes,F,C,E,W,247,4_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,1,2,9,high,feet,stripes,F,C,E,W,247,9_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,1,3,3,low,feet,stripes,F,C,E,W,247,3_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,1,4,8,high,feet,stripes,F,C,E,W,247,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,2,5,3,low,feet,stripes,F,C,E,W,247,3_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,2,6,3,high,feet,stripes,F,C,E,W,247,3_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,2,7,4,low,feet,stripes,F,C,E,W,247,4_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,2,8,8,high,feet,stripes,F,C,E,W,247,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,3,9,3,low,feet,stripes,F,C,E,W,247,3_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,3,10,2,low,feet,stripes,F,C,E,W,247,2_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,3,11,9,high,feet,stripes,F,C,E,W,247,9_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,3,12,8,high,feet,stripes,F,C,E,W,247,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
C,W,W_C.png,training,4,13,3,low,feet,stripes,F,C,E,W,247,3_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
F,W,W_F.png,training,4,14,9,high,feet,stripes,F,C,E,W,247,9_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
F,E,E_F.png,training,4,15,8,high,feet,stripes,F,C,E,W,247,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
C,E,E_C.png,training,4,16,7,low,feet,stripes,F,C,E,W,247,7_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/E_C.png,Resources/W_F.png","high,low,low,high"
