feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,5,high,stripes,feet,W,E,F,C,158,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
C,W,W_C.png,training,1,2,5,high,stripes,feet,W,E,F,C,158,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
F,E,E_F.png,training,1,3,5,low,stripes,feet,W,E,F,C,158,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
C,E,E_C.png,training,1,4,3,low,stripes,feet,W,E,F,C,158,3_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
C,W,W_C.png,training,2,5,7,high,stripes,feet,W,E,F,C,158,7_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
F,W,W_F.png,training,2,6,9,high,stripes,feet,W,E,F,C,158,9_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
C,E,E_C.png,training,2,7,2,low,stripes,feet,W,E,F,C,158,2_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
F,E,E_F.png,training,2,8,4,low,stripes,feet,W,E,F,C,158,4_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
C,E,E_C.png,training,3,9,1,low,stripes,feet,W,E,F,C,158,1_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
F,E,E_F.png,training,3,10,3,low,stripes,feet,W,E,F,C,158,3_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
C,W,W_C.png,training,3,11,5,high,stripes,feet,W,E,F,C,158,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
F,W,W_F.png,training,3,12,7,high,stripes,feet,W,E,F,C,158,7_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
F,E,E_F.png,training,4,13,4,low,stripes,feet,W,E,F,C,158,4_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
F,W,W_F.png,training,4,14,8,high,stripes,feet,W,E,F,C,158,8_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
C,W,W_C.png,training,4,15,6,high,stripes,feet,W,E,F,C,158,6_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
C,E,E_C.png,training,4,16,5,low,stripes,feet,W,E,F,C,158,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/E_F.png,Resources/W_F.png","low,high,low,high"
