feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,E,E_C.png,training,1,1,1,low,stripes,feet,W,E,F,C,18,1_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
F,W,W_F.png,training,1,2,6,high,stripes,feet,W,E,F,C,18,6_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
F,E,E_F.png,training,1,3,1,low,stripes,feet,W,E,F,C,18,1_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
C,W,W_C.png,training,1,4,5,high,stripes,feet,W,E,F,C,18,5_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
C,W,W_C.png,training,2,5,6,high,stripes,feet,W,E,F,C,18,6_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
F,W,W_F.png,training,2,6,9,high,stripes,feet,W,E,F,C,18,9_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
F,E,E_F.png,training,2,7,3,low,stripes,feet,W,E,F,C,18,3_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
C,E,E_C.png,training,2,8,2,low,stripes,feet,W,E,F,C,18,2_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
F,E,E_F.png,training,3,9,5,low,stripes,feet,W,E,F,C,18,5_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
F,W,W_F.png,training,3,10,9,high,stripes,feet,W,E,F,C,18,9_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
C,W,W_C.png,training,3,11,6,high,stripes,feet,W,E,F,C,18,6_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
C,E,E_C.png,training,3,12,3,low,stripes,feet,W,E,F,C,18,3_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
C,W,W_C.png,training,4,13,7,high,stripes,feet,W,E,F,C,18,7_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
F,E,E_F.png,training,4,14,3,low,stripes,feet,W,E,F,C,18,3_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
F,W,W_F.png,training,4,15,7,high,stripes,feet,W,E,F,C,18,7_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
C,E,E_C.png,training,4,16,4,low,stripes,feet,W,E,F,C,18,4_score.png,"Resources/W_F.png,Resources/E_F.png,Resources/E_C.png,Resources/W_C.png","high,low,low,high"
