feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,E,E_F.png,training,1,1,5,high,stripes,feet,E,W,F,C,288,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
C,W,W_C.png,training,1,2,2,low,stripes,feet,E,W,F,C,288,2_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
C,E,E_C.png,training,1,3,9,high,stripes,feet,E,W,F,C,288,9_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
F,W,W_F.png,training,1,4,4,low,stripes,feet,E,W,F,C,288,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
C,W,W_C.png,training,2,5,5,low,stripes,feet,E,W,F,C,288,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
C,E,E_C.png,training,2,6,3,high,stripes,feet,E,W,F,C,288,3_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
F,W,W_F.png,training,2,7,2,low,stripes,feet,E,W,F,C,288,2_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
F,E,E_F.png,training,2,8,10,high,stripes,feet,E,W,F,C,288,10_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
C,E,E_C.png,training,3,9,6,high,stripes,feet,E,W,F,C,288,6_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
F,W,W_F.png,training,3,10,1,low,stripes,feet,E,W,F,C,288,1_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
C,W,W_C.png,training,3,11,2,low,stripes,feet,E,W,F,C,288,2_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
F,E,E_F.png,training,3,12,7,high,stripes,feet,E,W,F,C,288,7_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
C,W,W_C.png,training,4,13,5,low,stripes,feet,E,W,F,C,288,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
F,W,W_F.png,training,4,14,5,low,stripes,feet,E,W,F,C,288,5_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
F,E,E_F.png,training,4,15,9,high,stripes,feet,E,W,F,C,288,9_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
C,E,E_C.png,training,4,16,6,high,stripes,feet,E,W,F,C,288,6_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,low,high"
