feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,3,low,feet,stripes,C,F,E,W,13,3_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
C,E,E_C.png,training,1,2,7,high,feet,stripes,C,F,E,W,13,7_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
C,W,W_C.png,training,1,3,4,high,feet,stripes,C,F,E,W,13,4_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
F,E,E_F.png,training,1,4,3,low,feet,stripes,C,F,E,W,13,3_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
F,W,W_F.png,training,2,5,3,low,feet,stripes,C,F,E,W,13,3_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
C,E,E_C.png,training,2,6,10,high,feet,stripes,C,F,E,W,13,10_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
C,W,W_C.png,training,2,7,9,high,feet,stripes,C,F,E,W,13,9_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
F,E,E_F.png,training,2,8,6,low,feet,stripes,C,F,E,W,13,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
F,E,E_F.png,training,3,9,5,low,feet,stripes,C,F,E,W,13,5_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
F,W,W_F.png,training,3,10,3,low,feet,stripes,C,F,E,W,13,3_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
C,E,E_C.png,training,3,11,9,high,feet,stripes,C,F,E,W,13,9_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
C,W,W_C.png,training,3,12,6,high,feet,stripes,C,F,E,W,13,6_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
F,W,W_F.png,training,4,13,1,low,feet,stripes,C,F,E,W,13,1_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
C,E,E_C.png,training,4,14,9,high,feet,stripes,C,F,E,W,13,9_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
F,E,E_F.png,training,4,15,1,low,feet,stripes,C,F,E,W,13,1_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
C,W,W_C.png,training,4,16,9,high,feet,stripes,C,F,E,W,13,9_score.png,"Resources/W_F.png,Resources/W_C.png,Resources/E_F.png,Resources/E_C.png","low,high,low,high"
