feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,W,W_C.png,training,1,1,7,high,stripes,feet,W,E,F,C,154,7_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
F,E,E_F.png,training,1,2,9,low,stripes,feet,W,E,F,C,154,9_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
F,W,W_F.png,training,1,3,8,high,stripes,feet,W,E,F,C,154,8_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
C,E,E_C.png,training,1,4,2,low,stripes,feet,W,E,F,C,154,2_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
F,E,E_F.png,training,2,5,1,low,stripes,feet,W,E,F,C,154,1_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
C,E,E_C.png,training,2,6,5,low,stripes,feet,W,E,F,C,154,5_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
C,W,W_C.png,training,2,7,7,high,stripes,feet,W,E,F,C,154,7_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
F,W,W_F.png,training,2,8,6,high,stripes,feet,W,E,F,C,154,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
C,E,E_C.png,training,3,9,4,low,stripes,feet,W,E,F,C,154,4_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
F,E,E_F.png,training,3,10,4,low,stripes,feet,W,E,F,C,154,4_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
F,W,W_F.png,training,3,11,10,high,stripes,feet,W,E,F,C,154,10_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
C,W,W_C.png,training,3,12,3,high,stripes,feet,W,E,F,C,154,3_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
F,E,E_F.png,training,4,13,6,low,stripes,feet,W,E,F,C,154,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
C,W,W_C.png,training,4,14,6,high,stripes,feet,W,E,F,C,154,6_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
F,W,W_F.png,training,4,15,7,high,stripes,feet,W,E,F,C,154,7_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
C,E,E_C.png,training,4,16,2,low,stripes,feet,W,E,F,C,154,2_score.png,"Resources/E_F.png,Resources/W_C.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low"
