feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,E,E_C.png,training,1,1,4,low,stripes,feet,W,E,C,F,162,4_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,W,W_F.png,training,1,2,7,high,stripes,feet,W,E,C,F,162,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,W,W_C.png,training,1,3,7,high,stripes,feet,W,E,C,F,162,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,E,E_F.png,training,1,4,1,low,stripes,feet,W,E,C,F,162,1_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,W,W_F.png,training,2,5,3,high,stripes,feet,W,E,C,F,162,3_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,E,E_C.png,training,2,6,6,low,stripes,feet,W,E,C,F,162,6_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,W,W_C.png,training,2,7,10,high,stripes,feet,W,E,C,F,162,10_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,E,E_F.png,training,2,8,2,low,stripes,feet,W,E,C,F,162,2_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,E,E_F.png,training,3,9,1,low,stripes,feet,W,E,C,F,162,1_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,W,W_F.png,training,3,10,8,high,stripes,feet,W,E,C,F,162,8_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,E,E_C.png,training,3,11,4,low,stripes,feet,W,E,C,F,162,4_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,W,W_C.png,training,3,12,7,high,stripes,feet,W,E,C,F,162,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,W,W_C.png,training,4,13,6,high,stripes,feet,W,E,C,F,162,6_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
C,E,E_C.png,training,4,14,5,low,stripes,feet,W,E,C,F,162,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,E,E_F.png,training,4,15,4,low,stripes,feet,W,E,C,F,162,4_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
F,W,W_F.png,training,4,16,10,high,stripes,feet,W,E,C,F,162,10_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_F.png,Resources/E_C.png","high,high,low,low"
