consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,color_high,color_low,wing_rel,color_rel,tail_rel,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.1674,338.1799,1,[23.02959999999996],[23.02959999999996],"This sperk ate that amount of food because it has 2 legs, 2 wings, and a tail.",338.1801,338.675,0,4,4,4,1,T,Y,S,T_Y_S.png,training,1,5,4,medium,tail,color,wing,S,C,B,Y,I1,L2,H1,T,N,112,4_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.6781,369.7815,1,[28.11830000000009],[28.11830000000009],"This sperk ate that much food because it has 4 legs, and a curvy tail.",369.7817,370.279,0,5,5,5,1,N,Y,C,N_Y_C.png,training,1,6,4,low,tail,color,wing,S,C,B,Y,I2,L2,L1,T,N,112,4_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.2816,397.308,1,[24.02710000000002],[24.02710000000002],This sperk ate that much because it has 4 legs and a curvy tail.,397.3083,397.8069,0,6,6,6,1,N,B,C,N_B_C.png,training,1,7,5,medium,tail,color,wing,S,C,B,Y,I2,H2,L1,T,N,112,5_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.8099,416.2447,1,[15.450500000000034],[15.450600000000009],"Because this sperk has 2 wings, 2 legs and a curvy tail.",416.2449,416.7448,0,7,7,7,1,T,B,C,T_B_C.png,training,1,8,6,medium,tail,color,wing,S,C,B,Y,I1,H2,L1,T,N,112,6_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.747,438.3862,1,[18.653799999999933],[18.653899999999908],"Because this sperk has 2 wings, 2 legs and a curvy tail.",438.3864,438.8853,0,8,8,8,1,T,B,S,T_B_S.png,training,2,9,8,high,tail,color,wing,S,C,B,Y,I1,H2,H1,T,N,112,8_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.8881,453.6702,1,[11.793099999999981],[11.793099999999981],"Because this sperk has 2 wings, 2 legs, and a curvy tail.",453.6703,454.1688,0,9,9,9,1,T,Y,S,T_Y_S.png,training,2,10,6,medium,tail,color,wing,S,C,B,Y,I1,L2,H1,T,N,112,6_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.1715,466.2835,1,[9.126800000000117],[9.126800000000117],"Because this sperk has 4 legs, and a curvy tail.",466.2836,466.7826,0,10,10,10,1,N,B,C,N_B_C.png,training,2,11,5,medium,tail,color,wing,S,C,B,Y,I2,H2,L1,T,N,112,5_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.785,485.0878,1,[15.316900000000032],[15.316900000000032],Because this sperk has 4 legs and a tail.,485.088,485.5866,0,11,11,11,1,N,Y,S,N_Y_S.png,training,2,12,4,medium,tail,color,wing,S,C,B,Y,I2,L2,H1,T,N,112,4_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.5894,521.2944,1,[32.71930000000009],[32.71950000000004],"Because this sperk has 2 legs, 2 wings and a curvy tail.",521.2946,521.7932,0,12,12,12,1,T,Y,C,T_Y_C.png,training,2,13,2,low,tail,color,wing,S,C,B,Y,I1,L2,L1,T,N,112,2_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.7956,535.313,1,[10.53189999999995],[10.53189999999995],Because this sperk has 4 legs and a curvy tail.,535.3131,535.8113,0,13,13,13,1,N,Y,C,N_Y_C.png,training,2,14,2,low,tail,color,wing,S,C,B,Y,I2,L2,L1,T,N,112,2_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.8138,575.971,1,[37.17420000000004],[37.17420000000004],Because this sperk has 4 legs and a straight tail.,575.9712,576.4704,0,14,14,14,1,N,B,S,N_B_S.png,training,2,15,7,high,tail,color,wing,S,C,B,Y,I2,H2,H1,T,N,112,7_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.4729,707.9714,1,[128.51350000000002],[128.5136],"Because this sperk has 2 wings, 2 legs, and a curvy tail.",707.9715,708.4692,0,15,15,15,1,T,B,C,T_B_C.png,training,2,16,5,medium,tail,color,wing,S,C,B,Y,I1,H2,L1,T,N,112,5_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.472,745.4578,1,[34.00430000000006],[34.00430000000006],"Because this sperk looks bigger, has 4 legs and a curvy tail that require more energy.",745.458,745.9568,0,16,16,16,1,N,B,C,N_B_C.png,training,3,17,6,medium,tail,color,wing,S,C,B,Y,I2,H2,L1,T,N,112,6_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.9593,794.6616,1,[45.7136999999999],[45.7136999999999],"Because this sperk has 2 wings, 2 legs and a tail.",794.6618,795.1635,0,17,17,17,1,T,B,S,T_B_S.png,training,3,18,7,high,tail,color,wing,S,C,B,Y,I1,H2,H1,T,N,112,7_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.1655,805.9612,1,[7.809300000000121],[7.809300000000121],Because this sperk has 4 legs and a tail.,805.9613,806.4565,0,18,18,18,1,N,Y,C,N_Y_C.png,training,3,19,6,low,tail,color,wing,S,C,B,Y,I2,L2,L1,T,N,112,6_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,112,2026-02-07_08h18.11.060,explain2,2025.1.1,Win32,60.24096386,6971d8ddac36e28f32fe84e5,6984dbf77eae7ba9a4708224,6987653dbd706ab1f3202293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.4584,823.9134,1,[14.464299999999866],[14.464299999999866],"Because this sperk has 2 wings, 2 legs and a tail.",823.9135,824.4097,0,19,19,19,1,T,B,C,T_B_C.png,training,3,20,7,medium,tail,color,wing,S,C,B,Y,I1,H2,L1,T,N,112,7_food.png,"Resources/N_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png","medium,medium,high,medium,low,medium,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
