consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,16.247,16.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,16.249,66.439,1,[48.522999999999996],[48.522999999999996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,66.439,78.72,1,[9.292999999999992],[9.292999999999992],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,78.726,93.841,Yes,11.572,Yes,13.739,Yes,14.522,No,7.188,1,[0.6100000000000136],[0.6100000000000136],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,93.841,97.54,1,[0.7090000000000032],[0.7090000000000032],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.541,102.039,Any of These,3.892,1,[0.6239999999999952],[0.6239999999999952],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.04,105.691,1,[0.6590000000000202],[0.6590000000000202],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.692,119.028,1,[10.344999999999999],[10.344999999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.029,134.342,1,[13.314999999999998],[13.314999999999998],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.358,143.278,1,[5.9269999999999925],[5.9269999999999925],Because it was hungry ,143.279,143.768,0,0,0,0,1,N,B,S,N_B_S.png,training,1,1,3,low,tail,wing,color,C,S,T,N,L2,I2,L1,Y,B,217,3_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,high,medium,high,medium,low,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.772,151.929,1,[5.159999999999997],[5.159999999999997],Because it spent energy flying ,151.93,152.419,0,1,1,1,1,T,B,C,T_B_C.png,training,1,2,6,high,tail,wing,color,C,S,T,N,H2,I2,H1,Y,B,217,6_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,high,medium,high,medium,low,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.423,162.181,1,[6.777000000000015],[6.777000000000015],Because it was hungry,162.182,162.671,0,2,2,2,1,N,Y,S,N_Y_S.png,training,1,3,4,low,tail,wing,color,C,S,T,N,L2,I1,L1,Y,B,217,4_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,high,medium,high,medium,low,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.674,167.532,1,[1.8760000000000048],[1.8760000000000048],Because it flew a lot,167.533,168.022,0,3,3,3,1,T,Y,S,T_Y_S.png,training,1,4,7,medium,tail,wing,color,C,S,T,N,H2,I1,L1,Y,B,217,7_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,high,medium,high,medium,low,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.026,173.032,1,[2.026999999999987],[2.026999999999987],Because it roamed a lot,173.033,173.523,0,4,4,4,1,N,B,C,N_B_C.png,training,1,5,6,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,217,6_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,high,medium,high,medium,low,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.528,180.301,1,[3.776999999999987],[3.776999999999987],Because it was sedentary ,180.302,180.791,0,5,5,5,1,T,B,S,T_B_S.png,training,1,6,2,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,217,2_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,high,medium,high,medium,low,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.795,186.019,1,[2.2439999999999998],[2.2439999999999998],Because it flew a lot,186.02,186.525,0,6,6,6,1,T,Y,C,T_Y_C.png,training,1,7,7,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,217,7_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,high,medium,high,medium,low,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.53,192.552,1,[3.025999999999982],[3.025999999999982],Because it wandered a lot,192.552,193.043,0,7,7,7,1,N,Y,C,N_Y_C.png,training,1,8,5,medium,tail,wing,color,C,S,T,N,L2,I1,H1,Y,B,217,5_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,high,medium,high,medium,low,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.047,198.17,1,[2.1440000000000055],[2.1440000000000055],Because it wandered a lot,198.171,198.66,0,8,8,8,1,N,Y,C,N_Y_C.png,training,2,9,6,medium,tail,wing,color,C,S,T,N,L2,I1,H1,Y,B,217,6_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,high,medium,high,medium,low,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.664,203.038,1,[1.3770000000000095],[1.3770000000000095],Because it flew a lot,203.039,203.528,0,9,9,9,1,T,Y,C,T_Y_C.png,training,2,10,6,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,217,6_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,high,medium,high,medium,low,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,217,2026-02-07_08h32.21.281,explain2,2025.1.1,iPhone,50,5fdfb8bfe708b105a25f569d,6984dbf77eae7ba9a4708224,698768d84aa09973f9b78259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.532,207.672,1,[1.1589999999999918],[1.1589999999999918],Because it roamed,207.673,208.162,0,10,10,10,1,N,B,C,N_B_C.png,training,2,11,4,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,217,4_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png","medium,high,medium,high,medium,low,medium,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
