consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,wing_high,wing_low,tail_high,tail_low,wing_rel,color_rel,tail_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,165,2026-02-09_15h22.43.232,explain2,2025.1.1,Win32,60.24096386,5dc474fd45b8f933f16d6241,698a01fc1939f7edb285162a,698a41e03012a46bdcf8e4df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,2026-02-09_15h22.43.232,explain2,2025.1.1,Win32,60.24096386,5dc474fd45b8f933f16d6241,698a01fc1939f7edb285162a,698a41e03012a46bdcf8e4df,5.3438,5.3442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,2026-02-09_15h22.43.232,explain2,2025.1.1,Win32,60.24096386,5dc474fd45b8f933f16d6241,698a01fc1939f7edb285162a,698a41e03012a46bdcf8e4df,,,5.3454,26.6652,1,[18.33589999999851],[18.33589999999851],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,2026-02-09_15h22.43.232,explain2,2025.1.1,Win32,60.24096386,5dc474fd45b8f933f16d6241,698a01fc1939f7edb285162a,698a41e03012a46bdcf8e4df,,,,,,,,26.6666,44.5337,1,[14.867000000000004],[14.867100000001486],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,2026-02-09_15h22.43.232,explain2,2025.1.1,Win32,60.24096386,5dc474fd45b8f933f16d6241,698a01fc1939f7edb285162a,698a41e03012a46bdcf8e4df,,,,,,,,,,,,,44.5387,55.7906,Yes,10.1874,Yes,9.4963,Yes,7.896,Yes,8.8166,1,[1.0916999999992498],[1.0916999999992498],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,2026-02-09_15h22.43.232,explain2,2025.1.1,Win32,60.24096386,5dc474fd45b8f933f16d6241,698a01fc1939f7edb285162a,698a41e03012a46bdcf8e4df,,,,,,,,,,,,,,,,,,,,,,,,,,55.793,61.0866,1,[2.3008999999985065],[2.3008999999985065],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,2026-02-09_15h22.43.232,explain2,2025.1.1,Win32,60.24096386,5dc474fd45b8f933f16d6241,698a01fc1939f7edb285162a,698a41e03012a46bdcf8e4df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0896,66.9374,Exactly Three,5.1581,1,[0.6991000000014935],[0.6991999999992515],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,2026-02-09_15h22.43.232,explain2,2025.1.1,Win32,60.24096386,5dc474fd45b8f933f16d6241,698a01fc1939f7edb285162a,698a41e03012a46bdcf8e4df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9384,71.9883,1,[2.050699999999253],[2.050699999999253],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,2026-02-09_15h22.43.232,explain2,2025.1.1,Win32,60.24096386,5dc474fd45b8f933f16d6241,698a01fc1939f7edb285162a,698a41e03012a46bdcf8e4df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.989,85.3238,1,[10.335399999998515],[10.335399999998515],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,2026-02-09_15h22.43.232,explain2,2025.1.1,Win32,60.24096386,5dc474fd45b8f933f16d6241,698a01fc1939f7edb285162a,698a41e03012a46bdcf8e4df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3245,96.4155,1,[8.091700000002987],[8.091700000002987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,2026-02-09_15h22.43.232,explain2,2025.1.1,Win32,60.24096386,5dc474fd45b8f933f16d6241,698a01fc1939f7edb285162a,698a41e03012a46bdcf8e4df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4472,106.847,1,[7.401299999997036],[7.401299999997036],They have wings.,106.848,107.3471,0,0,0,0,1,T,Y,S,T_Y_S.png,training,1,1,5,medium,wing,tail,color,T,N,C,S,H1,I2,L2,Y,B,165,5_food.png,"Resources/N_B_S.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,high,low,high,medium,medium,medium,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,2026-02-09_15h22.43.232,explain2,2025.1.1,Win32,60.24096386,5dc474fd45b8f933f16d6241,698a01fc1939f7edb285162a,698a41e03012a46bdcf8e4df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.3548,114.936,1,[4.5870999999977755],[4.5870999999977755],They do not have wings,114.9365,115.4292,0,1,1,1,1,N,Y,S,N_Y_S.png,training,1,2,2,low,wing,tail,color,T,N,C,S,L1,I2,L2,Y,B,165,2_food.png,"Resources/N_B_S.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,high,low,high,medium,medium,medium,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
