consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,color_high,color_low,wing_rel,color_rel,tail_rel,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,164,2026-02-07_11h23.47.677,explain2,2025.1.1,iPhone,47.61904762,6544580d8565fa7cf3ef97a6,6984dbf77eae7ba9a4708224,698766ea805a0442655db8a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,2026-02-07_11h23.47.677,explain2,2025.1.1,iPhone,47.61904762,6544580d8565fa7cf3ef97a6,6984dbf77eae7ba9a4708224,698766ea805a0442655db8a1,13.797,13.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,2026-02-07_11h23.47.677,explain2,2025.1.1,iPhone,47.61904762,6544580d8565fa7cf3ef97a6,6984dbf77eae7ba9a4708224,698766ea805a0442655db8a1,,,13.799,34.671,1,[17.873000000000005],[17.873000000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,2026-02-07_11h23.47.677,explain2,2025.1.1,iPhone,47.61904762,6544580d8565fa7cf3ef97a6,6984dbf77eae7ba9a4708224,698766ea805a0442655db8a1,,,,,,,,34.671,46.834,1,[9.167999999999992],[9.168999999999997],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,2026-02-07_11h23.47.677,explain2,2025.1.1,iPhone,47.61904762,6544580d8565fa7cf3ef97a6,6984dbf77eae7ba9a4708224,698766ea805a0442655db8a1,,,,,,,,,,,,,46.841,60.581,Yes,5.737,Yes,5.154,Yes,8.199,No,10.545,1,[3.2109999999999985],[3.2109999999999985],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,2026-02-07_11h23.47.677,explain2,2025.1.1,iPhone,47.61904762,6544580d8565fa7cf3ef97a6,6984dbf77eae7ba9a4708224,698766ea805a0442655db8a1,,,,,,,,,,,,,,,,,,,,,,,,,,60.581,66.372,1,[2.7959999999999923],[2.7959999999999923],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,2026-02-07_11h23.47.677,explain2,2025.1.1,iPhone,47.61904762,6544580d8565fa7cf3ef97a6,6984dbf77eae7ba9a4708224,698766ea805a0442655db8a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.373,73.477,Any of These,6.44,1,[0.6820000000000022],[0.6820000000000022],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,2026-02-07_11h23.47.677,explain2,2025.1.1,iPhone,47.61904762,6544580d8565fa7cf3ef97a6,6984dbf77eae7ba9a4708224,698766ea805a0442655db8a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.478,77.288,1,[0.8140000000000072],[0.8140000000000072],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,2026-02-07_11h23.47.677,explain2,2025.1.1,iPhone,47.61904762,6544580d8565fa7cf3ef97a6,6984dbf77eae7ba9a4708224,698766ea805a0442655db8a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.288,94.311,1,[14.027000000000001],[14.027000000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,2026-02-07_11h23.47.677,explain2,2025.1.1,iPhone,47.61904762,6544580d8565fa7cf3ef97a6,6984dbf77eae7ba9a4708224,698766ea805a0442655db8a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.311,124.779,1,[27.47200000000001],[27.47200000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,2026-02-07_11h23.47.677,explain2,2025.1.1,iPhone,47.61904762,6544580d8565fa7cf3ef97a6,6984dbf77eae7ba9a4708224,698766ea805a0442655db8a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.793,172.66,1,[44.861999999999995],[44.861999999999995],Perhaps winged sperks have a moderate appetite,172.661,173.154,0,0,0,0,1,T,Y,S,T_Y_S.png,training,1,1,4,medium,tail,color,wing,S,C,B,Y,I2,L2,H1,N,T,164,4_food.png,"Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,medium,medium,high,low,medium,low,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,2026-02-07_11h23.47.677,explain2,2025.1.1,iPhone,47.61904762,6544580d8565fa7cf3ef97a6,6984dbf77eae7ba9a4708224,698766ea805a0442655db8a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.158,213.374,1,[37.22400000000002],[37.22400000000002],Perhaps curly tailed sperks require less food,213.374,213.873,0,1,1,1,1,N,Y,C,N_Y_C.png,training,1,2,3,low,tail,color,wing,S,C,B,Y,I1,L2,L1,N,T,164,3_food.png,"Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,medium,medium,high,low,medium,low,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,2026-02-07_11h23.47.677,explain2,2025.1.1,iPhone,47.61904762,6544580d8565fa7cf3ef97a6,6984dbf77eae7ba9a4708224,698766ea805a0442655db8a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.877,267.607,1,[50.736999999999966],[50.736999999999966],Maybe blue sperks have a high enough appetite that it overcomes the non-winged lack of appetite ,267.608,268.105,0,2,2,2,1,N,B,C,N_B_C.png,training,1,3,4,medium,tail,color,wing,S,C,B,Y,I1,H2,L1,N,T,164,4_food.png,"Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,medium,medium,high,low,medium,low,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
