consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,tail_high,tail_low,wing_rel,color_rel,tail_rel,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,5.09,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,5.091,29.742,1,[21.662999999999997],[21.662999999999997],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,29.742,49.628,1,[16.89400000000002],[16.89400000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,49.633,74.849,Yes,14.026,Yes,11.775,Yes,14.826,No,24.261,1,[0.972999999999999],[0.972999999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,74.85,78.968,1,[1.1260000000000048],[1.1260000000000048],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.969,86.004,Any of These,6.309,1,[0.7419999999999902],[0.7419999999999902],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.004,89.836,1,[0.8409999999999798],[0.8409999999999798],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.837,108.506,1,[15.676000000000016],[15.676000000000016],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.506,124.96,1,[13.460000000000008],[13.460000000000008],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.971,155.484,1,[27.510999999999996],[27.510999999999996],Because it has wings and used a lot of energy ,155.484,155.976,0,0,0,0,1,T,Y,C,T_Y_C.png,training,1,1,3,low,color,tail,wing,B,Y,S,C,I2,L1,L2,N,T,66,3_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","high,medium,medium,low,medium,low,high,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.98,179.055,1,[20.07899999999998],[20.07899999999998],It was making up for eating less the previous day ,179.056,179.547,0,1,1,1,1,T,Y,S,T_Y_S.png,training,1,2,5,medium,color,tail,wing,B,Y,S,C,I2,L1,H2,N,T,66,5_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","high,medium,medium,low,medium,low,high,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.55,195.523,1,[12.990999999999985],[12.990999999999985],Straight tails seems to eat more,195.524,196.017,0,2,2,2,1,N,Y,S,N_Y_S.png,training,1,3,5,medium,color,tail,wing,B,Y,S,C,I1,L1,H2,N,T,66,5_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","high,medium,medium,low,medium,low,high,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.02,210.995,1,[11.992999999999995],[11.992999999999995],Color seems to make no difference in how much they eat ,210.995,211.487,0,3,3,3,1,N,B,S,N_B_S.png,training,1,4,6,high,color,tail,wing,B,Y,S,C,I1,H1,H2,N,T,66,6_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","high,medium,medium,low,medium,low,high,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.49,224.612,1,[10.140999999999991],[10.140999999999991],Because it have a curly tail ,224.613,225.106,0,4,4,4,1,N,Y,C,N_Y_C.png,training,1,5,3,low,color,tail,wing,B,Y,S,C,I1,L1,L2,N,T,66,3_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","high,medium,medium,low,medium,low,high,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.11,242.382,1,[14.291999999999973],[14.291999999999973],It has. Curt tail and wings ,242.383,242.877,0,5,5,5,1,T,B,C,T_B_C.png,training,1,6,5,medium,color,tail,wing,B,Y,S,C,I2,H1,L2,N,T,66,5_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","high,medium,medium,low,medium,low,high,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.88,253.835,1,[7.9739999999999895],[7.9739999999999895],I’m not sure ,253.835,254.329,0,6,6,6,1,N,B,C,N_B_C.png,training,1,7,5,medium,color,tail,wing,B,Y,S,C,I1,H1,L2,N,T,66,5_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","high,medium,medium,low,medium,low,high,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.332,265.821,1,[8.491000000000042],[8.491000000000042],I’m not sure ,265.821,266.315,0,7,7,7,1,T,B,S,T_B_S.png,training,1,8,6,high,color,tail,wing,B,Y,S,C,I2,H1,H2,N,T,66,6_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","high,medium,medium,low,medium,low,high,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-02-07_10h50.07.413,explain2,2025.1.1,iPhone,45.45454545,647e3f6c937db5698fb7a14a,6984dbf77eae7ba9a4708224,69875efe15001af486b0d14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.318,278.14,1,[8.839999999999975],[8.839999999999975],It was super hungry ,278.141,278.634,0,8,8,8,1,T,Y,S,T_Y_S.png,training,2,9,7,medium,color,tail,wing,B,Y,S,C,I2,L1,H2,N,T,66,7_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","high,medium,medium,low,medium,low,high,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
