consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,tail_high,tail_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,009,2026-01-06_11h40.14.149,explain2,2025.1.1,MacIntel,59.88023952,5ec54eefe89daa4ce7b3a4ef,695d37637781e687b2ea1995,695d488f67c6066d4cdb3cf6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,009,2026-01-06_11h40.14.149,explain2,2025.1.1,MacIntel,59.88023952,5ec54eefe89daa4ce7b3a4ef,695d37637781e687b2ea1995,695d488f67c6066d4cdb3cf6,3.2265,3.2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,009,2026-01-06_11h40.14.149,explain2,2025.1.1,MacIntel,59.88023952,5ec54eefe89daa4ce7b3a4ef,695d37637781e687b2ea1995,695d488f67c6066d4cdb3cf6,,,3.2273,7.2622,1,[1.0499999999999972],[1.0499999999999972],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,009,2026-01-06_11h40.14.149,explain2,2025.1.1,MacIntel,59.88023952,5ec54eefe89daa4ce7b3a4ef,695d37637781e687b2ea1995,695d488f67c6066d4cdb3cf6,,,,,,,,7.2623,14.9788,1,[4.716599999964245],[4.71669999998808],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,009,2026-01-06_11h40.14.149,explain2,2025.1.1,MacIntel,59.88023952,5ec54eefe89daa4ce7b3a4ef,695d37637781e687b2ea1995,695d488f67c6066d4cdb3cf6,,,,,,,,,,,,,14.9793,21.3446,Yes,2.6629,Yes,3.5468,Yes,4.3137,No,5.5635,1,[0.815800000011933],[0.815800000011933],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,009,2026-01-06_11h40.14.149,explain2,2025.1.1,MacIntel,59.88023952,5ec54eefe89daa4ce7b3a4ef,695d37637781e687b2ea1995,695d488f67c6066d4cdb3cf6,,,,,,,,,,,,,,,,,,,,,,,,,,21.345,25.1788,1,[0.8499999999999943],[0.8499999999999943],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,009,2026-01-06_11h40.14.149,explain2,2025.1.1,MacIntel,59.88023952,5ec54eefe89daa4ce7b3a4ef,695d37637781e687b2ea1995,695d488f67c6066d4cdb3cf6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.179,28.3954,Any of These,2.6465,1,[0.5834000000357662],[0.5834000000357662],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,009,2026-01-06_11h40.14.149,explain2,2025.1.1,MacIntel,59.88023952,5ec54eefe89daa4ce7b3a4ef,695d37637781e687b2ea1995,695d488f67c6066d4cdb3cf6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3955,32.012,1,[0.6174999999999784],[0.6174999999999784],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,009,2026-01-06_11h40.14.149,explain2,2025.1.1,MacIntel,59.88023952,5ec54eefe89daa4ce7b3a4ef,695d37637781e687b2ea1995,695d488f67c6066d4cdb3cf6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.012,42.7953,1,[7.783199999988085],[7.783199999988085],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,009,2026-01-06_11h40.14.149,explain2,2025.1.1,MacIntel,59.88023952,5ec54eefe89daa4ce7b3a4ef,695d37637781e687b2ea1995,695d488f67c6066d4cdb3cf6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7954,50.8452,1,[5.051000000000016],[5.051000000000016],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
