consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,color_high,color_low,tail_rel,color_rel,shape_rel,shape_high,shape_low,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,013,2026-01-06_12h59.46.594,explain2,2025.1.1,MacIntel,60.24096386,55aeaeb3fdf99b5c769f1f7c,695d37637781e687b2ea1995,695d4ce3a6c3aad9ef885cc0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-01-06_12h59.46.594,explain2,2025.1.1,MacIntel,60.24096386,55aeaeb3fdf99b5c769f1f7c,695d37637781e687b2ea1995,695d4ce3a6c3aad9ef885cc0,35.1689,35.1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-01-06_12h59.46.594,explain2,2025.1.1,MacIntel,60.24096386,55aeaeb3fdf99b5c769f1f7c,695d37637781e687b2ea1995,695d4ce3a6c3aad9ef885cc0,,,35.1698,61.4754,1,[23.317500000000003],[23.317500000000003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-01-06_12h59.46.594,explain2,2025.1.1,MacIntel,60.24096386,55aeaeb3fdf99b5c769f1f7c,695d37637781e687b2ea1995,695d4ce3a6c3aad9ef885cc0,,,,,,,,61.4757,74.6908,1,[10.216599999964231],[10.216599999964231],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-01-06_12h59.46.594,explain2,2025.1.1,MacIntel,60.24096386,55aeaeb3fdf99b5c769f1f7c,695d37637781e687b2ea1995,695d4ce3a6c3aad9ef885cc0,,,,,,,,,,,,,74.6925,86.0409,Yes,10.0991,Yes,9.314,Yes,4.9559,No,7.0463,1,[1.2666000000238427],[1.2666000000238427],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-01-06_12h59.46.594,explain2,2025.1.1,MacIntel,60.24096386,55aeaeb3fdf99b5c769f1f7c,695d37637781e687b2ea1995,695d4ce3a6c3aad9ef885cc0,,,,,,,,,,,,,,,,,,,,,,,,,,86.0415,111.4582,1,[22.416900000035767],[22.417],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-01-06_12h59.46.594,explain2,2025.1.1,MacIntel,60.24096386,55aeaeb3fdf99b5c769f1f7c,695d37637781e687b2ea1995,695d4ce3a6c3aad9ef885cc0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.4588,120.3241,Any of These,6.3251,1,[2.549299999952325],[2.549299999952325],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-01-06_12h59.46.594,explain2,2025.1.1,MacIntel,60.24096386,55aeaeb3fdf99b5c769f1f7c,695d37637781e687b2ea1995,695d4ce3a6c3aad9ef885cc0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.3245,124.2748,1,[0.9666999999880659],[0.9666999999880659],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-01-06_12h59.46.594,explain2,2025.1.1,MacIntel,60.24096386,55aeaeb3fdf99b5c769f1f7c,695d37637781e687b2ea1995,695d4ce3a6c3aad9ef885cc0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.2749,135.342,1,[8.067399999976146],[8.067399999976146],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-01-06_12h59.46.594,explain2,2025.1.1,MacIntel,60.24096386,55aeaeb3fdf99b5c769f1f7c,695d37637781e687b2ea1995,695d4ce3a6c3aad9ef885cc0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.3423,144.6909,1,[6.349699999988076],[6.349699999988076],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,013,2026-01-06_12h59.46.594,explain2,2025.1.1,MacIntel,60.24096386,55aeaeb3fdf99b5c769f1f7c,695d37637781e687b2ea1995,695d4ce3a6c3aad9ef885cc0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.6975,215.926,1,[68.23340000003577],[68.23340000003577],Square shape bodies have more volume to fill than round bodies so they need more food,215.9266,216.4251,0,0,0,0,1,T,B,S,T_B_S.png,training,1,1,4,medium,tail,color,shape,N,T,B,Y,L1,H2,I2,S,C,13,4_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_B_C.png","low,low,medium,high,medium,high,medium,medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
