consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,shape_high,shape_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,002,2026-01-06_09h36.51.257,explain2,2025.1.1,Linux x86_64,59.88023952,60fef46ad3fef7593e28ead4,695d37637781e687b2ea1995,695d4817840abd6da6e88643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-01-06_09h36.51.257,explain2,2025.1.1,Linux x86_64,59.88023952,60fef46ad3fef7593e28ead4,695d37637781e687b2ea1995,695d4817840abd6da6e88643,7.9658,7.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-01-06_09h36.51.257,explain2,2025.1.1,Linux x86_64,59.88023952,60fef46ad3fef7593e28ead4,695d37637781e687b2ea1995,695d4817840abd6da6e88643,,,7.9666,25.7717,1,[14.818399999999905],[14.818399999999905],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-01-06_09h36.51.257,explain2,2025.1.1,Linux x86_64,59.88023952,60fef46ad3fef7593e28ead4,695d37637781e687b2ea1995,695d4817840abd6da6e88643,,,,,,,,25.7721,46.5402,1,[17.76869999999971],[17.7687999999998],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-01-06_09h36.51.257,explain2,2025.1.1,Linux x86_64,59.88023952,60fef46ad3fef7593e28ead4,695d37637781e687b2ea1995,695d4817840abd6da6e88643,,,,,,,,,,,,,46.5431,69.5409,Yes,20.5774,Yes,21.4402,Yes,18.6394,No,16.9283,1,[1.5670000000000073],[1.5670000000000073],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-01-06_09h36.51.257,explain2,2025.1.1,Linux x86_64,59.88023952,60fef46ad3fef7593e28ead4,695d37637781e687b2ea1995,695d4817840abd6da6e88643,,,,,,,,,,,,,,,,,,,,,,,,,,69.5422,75.492,1,[2.9507000000001824],[2.9507000000001824],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-01-06_09h36.51.257,explain2,2025.1.1,Linux x86_64,59.88023952,60fef46ad3fef7593e28ead4,695d37637781e687b2ea1995,695d4817840abd6da6e88643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.4926,89.3254,Exactly Three,7.2575,1,[6.583800000000281],[6.583800000000281],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-01-06_09h36.51.257,explain2,2025.1.1,Linux x86_64,59.88023952,60fef46ad3fef7593e28ead4,695d37637781e687b2ea1995,695d4817840abd6da6e88643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3258,97.6095,1,[5.283600000000092],[5.283600000000092],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-01-06_09h36.51.257,explain2,2025.1.1,Linux x86_64,59.88023952,60fef46ad3fef7593e28ead4,695d37637781e687b2ea1995,695d4817840abd6da6e88643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6098,119.1442,1,[18.53450000000001],[18.53450000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-01-06_09h36.51.257,explain2,2025.1.1,Linux x86_64,59.88023952,60fef46ad3fef7593e28ead4,695d37637781e687b2ea1995,695d4817840abd6da6e88643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.1445,137.479,1,[15.35080000000076],[15.35080000000076],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-01-06_09h36.51.257,explain2,2025.1.1,Linux x86_64,59.88023952,60fef46ad3fef7593e28ead4,695d37637781e687b2ea1995,695d4817840abd6da6e88643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.4953,178.1011,1,[37.62049999999999],[37.62049999999999],The sperk ate that amount of food because he is round.,178.1016,178.598,0,0,0,0,1,T,B,C,T_B_C.png,training,1,1,3,medium,tail,shape,color,T,N,S,C,H1,I1,L2,Y,B,2,3_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,medium,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-01-06_09h36.51.257,explain2,2025.1.1,Linux x86_64,59.88023952,60fef46ad3fef7593e28ead4,695d37637781e687b2ea1995,695d4817840abd6da6e88643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.6016,198.9507,1,[17.35080000000073],[17.35080000000073],The sperk at that much food because he is square,198.9509,199.4496,0,1,1,1,1,N,B,S,N_B_S.png,training,1,2,6,medium,tail,shape,color,T,N,S,C,L1,I1,H2,Y,B,2,6_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,medium,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,002,2026-01-06_09h36.51.257,explain2,2025.1.1,Linux x86_64,59.88023952,60fef46ad3fef7593e28ead4,695d37637781e687b2ea1995,695d4817840abd6da6e88643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.4567,217.4852,1,[15.034100000000564],[15.034200000000197],The sperk ate that amount of food because he is yellow.,217.4853,217.9839,0,2,2,2,1,N,Y,C,N_Y_C.png,training,1,3,1,low,tail,shape,color,T,N,S,C,L1,I2,L2,Y,B,2,1_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,medium,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
