consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,015,2026-04-30_13h00.53.735,explain2,2025.1.1,Win32,59.52380952,69f360831264e94bc5ae066d,69f36a13e001dbc079bfbe67,69f38a99cac5ef264360f4d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-04-30_13h00.53.735,explain2,2025.1.1,Win32,59.52380952,69f360831264e94bc5ae066d,69f36a13e001dbc079bfbe67,69f38a99cac5ef264360f4d1,49.2972,49.2973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-04-30_13h00.53.735,explain2,2025.1.1,Win32,59.52380952,69f360831264e94bc5ae066d,69f36a13e001dbc079bfbe67,69f38a99cac5ef264360f4d1,,,49.2977,56.0871,1,[1.8004000005722105],[1.8004000005722105],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-04-30_13h00.53.735,explain2,2025.1.1,Win32,59.52380952,69f360831264e94bc5ae066d,69f36a13e001dbc079bfbe67,69f38a99cac5ef264360f4d1,,,,,,,,56.0874,64.4722,1,[3.4010000000000105],[3.4010000000000105],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-04-30_13h00.53.735,explain2,2025.1.1,Win32,59.52380952,69f360831264e94bc5ae066d,69f36a13e001dbc079bfbe67,69f38a99cac5ef264360f4d1,,,,,,,,,,,,,64.4723,70.7068,1,[1.2504000005721991],[1.2504000005721991],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-04-30_13h00.53.735,explain2,2025.1.1,Win32,59.52380952,69f360831264e94bc5ae066d,69f36a13e001dbc079bfbe67,69f38a99cac5ef264360f4d1,,,,,,,,,,,,,,,,,,70.7071,77.5748,1,[1.8836999998092665],[1.8836999998092665],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-04-30_13h00.53.735,explain2,2025.1.1,Win32,59.52380952,69f360831264e94bc5ae066d,69f36a13e001dbc079bfbe67,69f38a99cac5ef264360f4d1,,,,,,,,,,,,,,,,,,,,,,,77.5816,181.8836,1,[101.3060999994278],[101.3060999994278],"A frog might receive a fertility score of 2 if it shows noticeably reduced reproductive success, such as producing fewer eggs than normal, having low fertilization rates, or yielding embryos that fail to develop well. This kind of score generally reflects that the frog can reproduce, but its overall fertility is well below what would be expected for a healthy individual.",181.8933,182.8816,0,0,0,0,1,C,W,W_C.png,training,1,1,2,low,feet,stripes,F,C,W,E,15,2_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-04-30_13h00.53.735,explain2,2025.1.1,Win32,59.52380952,69f360831264e94bc5ae066d,69f36a13e001dbc079bfbe67,69f38a99cac5ef264360f4d1,,,,,,,,,,,,,,,,,,,,,,,182.8868,209.6221,1,[23.738999999999976],[23.738999999999976],"A frog would receive a fertility score of 6 if it shows moderately good reproductive success, such as producing a healthy number of eggs, achieving solid fertilization rates, and yielding embryos that develop normally, but with a few minor limitations that keep it from being rated at the very highest levels.",209.6293,210.6208,0,1,1,1,1,F,E,E_F.png,training,1,2,6,high,feet,stripes,F,C,W,E,15,6_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-04-30_13h00.53.735,explain2,2025.1.1,Win32,59.52380952,69f360831264e94bc5ae066d,69f36a13e001dbc079bfbe67,69f38a99cac5ef264360f4d1,,,,,,,,,,,,,,,,,,,,,,,210.6247,227.276,1,[15.00389999961854],[15.00389999961854],"A frog would receive a fertility score of 10 if it shows excellent reproductive success, meaning it produces a large number of healthy eggs, achieves very high fertilization rates, and yields embryos that develop normally with no noticeable issues. This score reflects optimal fertility and strong overall reproductive health.",227.2827,228.2749,0,2,2,2,1,F,W,W_F.png,training,1,3,10,high,feet,stripes,F,C,W,E,15,10_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-04-30_13h00.53.735,explain2,2025.1.1,Win32,59.52380952,69f360831264e94bc5ae066d,69f36a13e001dbc079bfbe67,69f38a99cac5ef264360f4d1,,,,,,,,,,,,,,,,,,,,,,,228.2777,250.3972,1,[20.271300000190735],[20.271300000190735],"A frog would receive a fertility score of 4 if its reproductive success is below average but not severely impaired. This might mean it produces a modest number of eggs, has inconsistent fertilization rates, or shows some developmental issues in the embryos, indicating that fertility is limited but still functional.",250.4035,251.3963,0,3,3,3,1,C,E,E_C.png,training,1,4,4,low,feet,stripes,F,C,W,E,15,4_score.png,"Resources/W_C.png,Resources/E_F.png,Resources/W_F.png,Resources/E_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
