wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,wing_high,wing_low,color_high,color_low,wing_rel,color_rel,tail_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
T,Y,C,T_Y_C.png,training,1,1,5,medium,wing,color,tail,N,T,Y,B,L1,H2,I1,C,S,83,5_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
N,B,S,N_B_S.png,training,1,2,4,medium,wing,color,tail,N,T,Y,B,H1,L2,I2,C,S,83,4_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
T,Y,S,T_Y_S.png,training,1,3,6,medium,wing,color,tail,N,T,Y,B,L1,H2,I2,C,S,83,6_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
N,Y,S,N_Y_S.png,training,1,4,9,high,wing,color,tail,N,T,Y,B,H1,H2,I2,C,S,83,9_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
N,Y,C,N_Y_C.png,training,1,5,8,high,wing,color,tail,N,T,Y,B,H1,H2,I1,C,S,83,8_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
N,B,C,N_B_C.png,training,1,6,7,medium,wing,color,tail,N,T,Y,B,H1,L2,I1,C,S,83,7_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
T,B,C,T_B_C.png,training,1,7,5,low,wing,color,tail,N,T,Y,B,L1,L2,I1,C,S,83,5_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
T,B,S,T_B_S.png,training,1,8,4,low,wing,color,tail,N,T,Y,B,L1,L2,I2,C,S,83,4_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
N,B,S,N_B_S.png,training,2,9,4,medium,wing,color,tail,N,T,Y,B,H1,L2,I2,C,S,83,4_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
N,B,C,N_B_C.png,training,2,10,7,medium,wing,color,tail,N,T,Y,B,H1,L2,I1,C,S,83,7_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
T,B,C,T_B_C.png,training,2,11,4,low,wing,color,tail,N,T,Y,B,L1,L2,I1,C,S,83,4_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
T,Y,S,T_Y_S.png,training,2,12,4,medium,wing,color,tail,N,T,Y,B,L1,H2,I2,C,S,83,4_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
N,Y,C,N_Y_C.png,training,2,13,6,high,wing,color,tail,N,T,Y,B,H1,H2,I1,C,S,83,6_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
T,Y,C,T_Y_C.png,training,2,14,5,medium,wing,color,tail,N,T,Y,B,L1,H2,I1,C,S,83,5_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
T,B,S,T_B_S.png,training,2,15,4,low,wing,color,tail,N,T,Y,B,L1,L2,I2,C,S,83,4_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
N,Y,S,N_Y_S.png,training,2,16,7,high,wing,color,tail,N,T,Y,B,H1,H2,I2,C,S,83,7_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","low,medium,high,low,medium,medium,high,medium"
